Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
44,53.645373582839966,65.85125494003296,62.700868129730225,78.52992177009583,96.67446303367615,95.89809465408325,96.31426358222961,96.33213329315186,97.73008608818054,96.67598915100098,98.2827537059784,98.40712809562683,283.28019738197327
45,47.616288900375366,58.47469639778137,56.38001537322998,72.54493284225464,88.974693775177,89.07784056663513,88.99194622039795,89.04605388641357,88.97376847267151,88.85662245750427,88.83809971809387,88.46969866752625,332.6564373970032
46,52.17400360107422,64.74539875984192,62.91037082672119,77.82759881019592,94.51606774330139,95.56851935386658,93.13113808631897,95.16148090362549,94.38336205482483,93.65893745422363,95.96908521652222,93.43542098999023,339.70921444892883
47,50.081177949905396,60.01645612716675,57.05330967903137,74.41425442695618,94.1547782421112,94.36546921730042,95.37814211845398,95.89561295509338,96.5308313369751,97.95656180381775,98.38806223869324,97.27870512008667,197.97383308410645
48,53.7509822845459,66.41375160217285,64.61933183670044,79.41638588905334,96.08080816268921,96.45738482475281,94.56158566474915,96.67229747772217,95.29953789710999,95.33777689933777,97.36421322822571,94.32495188713074,325.9788453578949
49,42.5098922252655,49.769914627075195,47.39543700218201,59.843262910842896,70.85035037994385,70.5956597328186,70.57458972930908,70.57572317123413,70.45012354850769,70.83543086051941,70.9687750339508,71.55051398277283,132.03932976722717
50,47.22197222709656,61.564453125,58.4053099155426,76.06621670722961,96.49595260620117,98.29013538360596,97.71897959709167,97.0502998828888,97.54726815223694,99.5249834060669,99.75083708763123,98.25729274749756,140.7678301334381
51,51.10356116294861,61.410144567489624,57.635756731033325,74.92850756645203,94.94845080375671,95.46793341636658,96.54372358322144,97.47125124931335,98.28653931617737,100.31727123260498,100.46693968772888,97.11793851852417,196.42223739624023
52,49.45846247673035,62.01157593727112,61.175480365753174,76.6120867729187,90.6062433719635,93.16662454605103,92.83516383171082,92.37756609916687,94.56873512268066,93.1065354347229,93.63630986213684,95.21723103523254,338.8111732006073
53,44.74990153312683,52.32507348060608,49.268543004989624,64.93836665153503,76.65911960601807,77.08184313774109,76.65119242668152,76.75042772293091,77.08292508125305,76.45486402511597,77.08579421043396,76.39939761161804,210.4311809539795
54,42.62417411804199,49.88121509552002,47.50139832496643,59.99092888832092,71.2123293876648,71.16952514648438,71.06852293014526,71.00811243057251,70.89331936836243,70.99193334579468,70.85050940513611,70.94131112098694,133.56460666656494
55,51.24088406562805,63.59910845756531,63.421775102615356,79.123788356781,92.81289458274841,95.19790506362915,93.82921600341797,93.60570192337036,95.01330995559692,93.16783571243286,94.69825029373169,96.71273803710938,353.46076679229736
56,44.08592677116394,52.04368329048157,49.3999285697937,63.61921787261963,75.98937058448792,76.4366717338562,76.69716906547546,76.30777382850647,76.08617949485779,76.05315566062927,76.43717837333679,76.10825371742249,204.7942090034485
57,51.26152062416077,60.75343179702759,57.87449407577515,69.01243257522583,79.36135005950928,79.01020383834839,79.40246438980103,80.96616792678833,80.71634483337402,79.01646685600281,81.43681955337524,80.62301993370056,117.23892736434937
