Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
51,31.1618754863739,49.274027585983276,47.92814064025879,24.31509780883789,40.81354808807373,25.862735271453857,40.945284843444824,40.12655067443848,38.79165482521057,38.92841625213623,40.623422145843506,40.39869713783264,22.798547744750977,21.77144455909729,20.154181718826294,31.08924889564514,42.25644826889038
52,31.74012589454651,52.4367835521698,50.877116203308105,24.51439619064331,43.21202898025513,25.679063320159912,43.27123427391052,43.35737109184265,43.25348091125488,43.53476810455322,43.51616621017456,42.99746060371399,21.68107557296753,21.10183620452881,20.094807863235474,33.51027035713196,43.41684889793396
53,34.62493085861206,44.11256241798401,44.664090394973755,28.645453214645386,39.97405171394348,30.279006719589233,39.58317160606384,39.90435552597046,39.62200856208801,39.91015124320984,39.53469514846802,38.39787030220032,31.194037914276123,28.141746759414673,23.82360863685608,34.59441900253296,39.576438665390015
54,36.09685659408569,47.426708459854126,48.43027091026306,26.320663928985596,36.54396939277649,28.218621253967285,39.363773345947266,39.81192350387573,39.679922342300415,39.41305327415466,39.693511962890625,39.57014775276184,24.641921997070312,24.87291669845581,21.6296648979187,33.31537318229675,39.63139820098877
55,31.313878774642944,48.447415351867676,49.1420202255249,24.483899354934692,42.907164096832275,25.96334481239319,43.05671572685242,42.971890687942505,42.62208366394043,42.64016056060791,42.879870653152466,42.59386897087097,23.242342710494995,21.56022357940674,20.317708253860474,32.42272067070007,42.81239461898804
56,35.0875563621521,49.812273263931274,45.65988874435425,24.5104763507843,39.05821704864502,25.587743759155273,42.02764892578125,41.77197217941284,41.76802110671997,41.96433782577515,42.13747572898865,41.68248391151428,22.57359290122986,24.005066394805908,20.113254070281982,31.636123418807983,41.99959850311279
57,34.53516340255737,45.69519567489624,43.52655863761902,23.931554079055786,33.635923862457275,25.418922185897827,41.7333779335022,41.98899459838867,41.80495238304138,42.09707546234131,42.22449040412903,41.50381255149841,23.116249084472656,26.1279296875,20.238579273223877,30.377338647842407,42.1865336894989
58,32.638161420822144,48.61552405357361,46.00568866729736,24.358993768692017,38.909050703048706,25.66061305999756,37.89506387710571,35.56138849258423,34.686739683151245,38.463045835494995,38.497018337249756,35.177855491638184,22.632309675216675,21.615101099014282,20.019933700561523,32.099562644958496,38.223283529281616
59,31.16902732849121,45.661217212677,45.38248157501221,23.905498504638672,38.204126596450806,25.43622875213623,38.67048168182373,38.47535514831543,38.27058410644531,38.507333278656006,38.267388582229614,37.32275986671448,21.987348079681396,21.29882550239563,20.033877849578857,30.84280562400818,38.565730810165405
60,31.639252185821533,52.53728222846985,50.844664573669434,24.555421590805054,43.30064582824707,25.737614154815674,43.308866024017334,43.391648054122925,43.390231132507324,43.57016611099243,43.56982731819153,43.06854867935181,21.780144453048706,21.11151385307312,20.150357723236084,33.50378918647766,43.40074872970581
61,34.47084712982178,47.67207455635071,41.40410566329956,23.92115306854248,36.46031332015991,25.54503345489502,39.50877809524536,41.377259492874146,41.833564043045044,38.011157274246216,37.805861473083496,40.97783374786377,21.602842569351196,20.923429489135742,20.080450534820557,30.31438708305359,36.5397834777832
62,33.140302658081055,47.493260860443115,46.086788177490234,24.65898609161377,38.77110695838928,25.936305046081543,37.918683767318726,35.32676649093628,34.760011434555054,38.41339135169983,38.5810821056366,35.04224872589111,23.435362815856934,22.185653924942017,20.207599639892578,32.28706741333008,38.35477590560913
63,32.238980770111084,48.90203666687012,49.53041672706604,24.24607825279236,42.53723478317261,25.713136911392212,41.752782106399536,41.06498312950134,40.621954917907715,41.078091621398926,41.902482748031616,40.772905349731445,21.965124130249023,21.094285488128662,20.030719757080078,32.352784395217896,42.23065495491028
64,34.954028606414795,47.40094470977783,41.482346534729004,23.92898201942444,36.39003920555115,25.430213928222656,39.43797063827515,41.02205014228821,41.43577003479004,37.93577527999878,37.73605728149414,40.499929666519165,21.627307176589966,20.967639446258545,20.0773344039917,30.135472059249878,36.470954179763794
65,39.02275800704956,52.24101495742798,55.15950846672058,30.678214073181152,42.76701354980469,32.4190936088562,42.55212044715881,42.29213619232178,42.601598024368286,42.105552673339844,42.29195761680603,41.677523136138916,27.80694603919983,26.596323490142822,26.139179944992065,38.55181050300598,42.10494923591614
66,31.718748807907104,52.52711009979248,50.558552980422974,24.598270654678345,43.30928134918213,25.821626901626587,43.33577799797058,43.40136766433716,43.41151762008667,43.58578133583069,43.58697819709778,43.107816219329834,21.89754056930542,21.17268133163452,20.2039155960083,33.531068563461304,43.40499496459961
67,32.41037058830261,44.30589437484741,42.42259931564331,24.029117584228516,36.27670216560364,25.778939962387085,36.133127212524414,36.269625663757324,36.37311506271362,36.165207386016846,36.432188987731934,35.97969436645508,22.019314765930176,21.59613275527954,19.970487356185913,30.438132286071777,36.405465602874756
68,31.844149589538574,54.28313159942627,53.56097626686096,24.717079162597656,46.98652100563049,26.20565366744995,47.022648334503174,46.50096368789673,46.47301173210144,46.50592851638794,46.84966063499451,46.007935523986816,21.7968111038208,21.33990478515625,20.603830099105835,34.07004952430725,47.00955533981323
69,32.07559609413147,53.33552956581116,53.123260498046875,24.60651445388794,46.92108869552612,26.09384036064148,46.75874161720276,45.882599115371704,45.69492435455322,46.1479606628418,46.678868532180786,44.880252838134766,21.66174817085266,21.18660283088684,20.466773748397827,34.00213170051575,46.922935962677
70,30.26710033416748,38.51659154891968,37.549702405929565,22.8128399848938,31.313112258911133,24.37789273262024,31.26522970199585,31.19020962715149,31.199300527572632,31.18532085418701,31.297187566757202,30.96163058280945,21.02996826171875,20.42201805114746,19.4585120677948,28.30661678314209,31.22295355796814
71,31.530577898025513,49.23531365394592,47.78887319564819,24.321834325790405,40.950928926467896,25.952406883239746,40.99924349784851,40.1712908744812,38.88202238082886,38.93165588378906,40.52582550048828,40.37471389770508,23.28262948989868,22.066940546035767,20.386720657348633,31.163865566253662,42.19872283935547
72,31.266619443893433,39.92626404762268,40.076249837875366,23.455913543701172,32.44096517562866,25.059268474578857,32.442211389541626,32.40658092498779,32.17938160896301,32.486807107925415,32.44204926490784,32.21314573287964,21.160707235336304,20.81166434288025,20.03990077972412,29.211010694503784,32.51145792007446
73,37.151732206344604,49.55282187461853,46.15742206573486,23.62041211128235,35.96064019203186,25.186582565307617,39.384878635406494,37.806673765182495,39.01248478889465,38.528759717941284,40.27839517593384,38.37840032577515,21.89372682571411,22.776344299316406,19.90565013885498,30.444698810577393,39.63108825683594
74,32.16664433479309,44.21902632713318,42.73583507537842,23.785232305526733,36.18501567840576,25.566863775253296,36.184542417526245,36.31486392021179,36.363351583480835,36.14125847816467,36.36820101737976,35.87255311012268,21.65125560760498,21.442281007766724,19.803518056869507,30.270758867263794,36.253695487976074
75,31.866745233535767,54.295292377471924,53.339274406433105,24.70644783973694,46.90515685081482,26.23806929588318,46.974326610565186,46.47610306739807,46.4926335811615,46.50317049026489,46.77967357635498,46.01051330566406,21.923282623291016,21.236452102661133,20.550143003463745,34.0265109539032,46.97238278388977
76,36.22634243965149,47.766560316085815,48.444538593292236,26.60326647758484,36.788031578063965,28.382742643356323,39.74435544013977,40.045730113983154,39.90214252471924,39.657946825027466,39.87788391113281,39.72290015220642,24.829579830169678,24.93631601333618,21.71716070175171,33.42440724372864,39.94663953781128
77,31.412556171417236,48.52529501914978,49.666844606399536,24.419477701187134,43.20517349243164,25.892443656921387,43.12939143180847,43.01395392417908,42.63960838317871,42.70553493499756,43.08845496177673,42.600722312927246,22.302033185958862,21.38650155067444,20.245128631591797,32.46811032295227,43.123531103134155
78,34.57846760749817,49.99347186088562,45.557005167007446,24.271919012069702,39.13584852218628,25.385173082351685,41.75834250450134,41.38071393966675,41.323957204818726,41.67147946357727,41.849303007125854,41.25235867500305,22.078948497772217,23.39260482788086,19.912980556488037,31.5232937335968,41.87361550331116
79,31.166867971420288,39.21958351135254,37.33483004570007,23.54158902168274,32.078224897384644,24.898951053619385,32.27536153793335,32.13602685928345,32.31670808792114,32.25921869277954,32.11934423446655,31.701338052749634,21.757864475250244,21.23614501953125,19.871530294418335,28.82337474822998,32.32478308677673
80,30.466145038604736,38.391825437545776,37.61215901374817,23.063244581222534,31.517924547195435,24.51910948753357,31.430431842803955,31.325161933898926,31.371177673339844,31.33337426185608,31.489267110824585,31.155086278915405,21.473727226257324,20.618884086608887,19.61236047744751,28.461931467056274,31.407514095306396
81,31.13801121711731,48.5256187915802,49.82346487045288,24.296435117721558,43.16267728805542,25.756841897964478,43.11345958709717,43.01485562324524,42.636693239212036,42.690260887145996,43.05768013000488,42.58760690689087,22.268327474594116,21.27155900001526,20.12160062789917,32.39632034301758,43.08333420753479
82,30.53608512878418,38.619322061538696,48.29866909980774,27.257612228393555,40.67101311683655,30.14624571800232,38.38922929763794,32.51351475715637,31.79065704345703,33.47637701034546,40.514185667037964,31.628034830093384,24.69479537010193,24.826538562774658,20.047428846359253,35.175490379333496,41.292081117630005
83,31.71272325515747,54.27079701423645,53.34079909324646,24.616609573364258,46.964152574539185,26.106353521347046,47.026904821395874,46.48160123825073,46.487610816955566,46.516942501068115,46.84623694419861,46.001739263534546,21.681190252304077,21.182143211364746,20.49971079826355,34.02566599845886,47.01863765716553
84,31.813783884048462,52.509705543518066,52.692206621170044,24.50667452812195,42.8792929649353,25.700196266174316,43.15955114364624,43.2532160282135,43.33100700378418,43.508013010025024,43.31207251548767,43.06528425216675,21.827213048934937,21.25917673110962,20.11231279373169,33.46491551399231,43.01649022102356
