Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
85,30.77262258529663,39.87255668640137,39.72070813179016,23.08700919151306,32.236316204071045,24.74800705909729,32.176642417907715,32.0810444355011,31.867228746414185,32.17067527770996,32.098546743392944,31.85623788833618,20.846150875091553,20.51166605949402,19.81028175354004,28.915607929229736,32.23019051551819
86,30.896735191345215,41.71712946891785,43.29780626296997,25.08074688911438,42.35074234008789,26.245945692062378,42.32861876487732,42.1118106842041,41.75413250923157,42.12119698524475,41.85883283615112,37.527862310409546,25.58171057701111,24.512006282806396,20.478344202041626,31.229163885116577,42.248011112213135
87,34.823490142822266,49.564332723617554,45.7181875705719,24.42794632911682,39.05925488471985,25.498292446136475,41.984129667282104,41.70685887336731,41.70213556289673,41.906005859375,42.047924280166626,41.63877487182617,22.29941749572754,23.657469272613525,19.969573497772217,31.589149713516235,41.91805124282837
88,39.48165035247803,52.20898795127869,54.812663555145264,31.35616111755371,43.30930757522583,33.06286334991455,42.82914471626282,42.890175580978394,42.49550819396973,42.631295680999756,42.76251196861267,42.192235708236694,30.83128309249878,27.28082036972046,28.08408832550049,38.881869077682495,42.62088108062744
89,31.865615606307983,48.978395223617554,47.56064224243164,24.8262939453125,40.854599714279175,26.244298696517944,40.8267776966095,40.325056076049805,39.073527336120605,38.967729568481445,40.5344762802124,40.48685002326965,24.559536457061768,22.83916425704956,20.6033718585968,31.392107248306274,41.98736023902893
90,31.200085878372192,49.4287896156311,47.90845203399658,24.35716986656189,40.791430711746216,25.806812524795532,40.86263060569763,40.00818204879761,38.6127073764801,38.83304238319397,40.51593327522278,40.40948152542114,22.781388759613037,21.76533532142639,20.158132076263428,31.09855055809021,42.208048820495605
91,32.30287981033325,39.716163635253906,44.004178524017334,24.935746908187866,37.59126019477844,26.66500759124756,39.88015651702881,34.56846833229065,32.830442905426025,37.97252297401428,40.82404637336731,31.967605113983154,26.250157117843628,30.525575876235962,23.027395963668823,33.932377338409424,40.329652547836304
92,36.950995683670044,47.572543144226074,49.24542450904846,28.547670364379883,37.95135021209717,30.197084426879883,40.287675619125366,40.42901110649109,40.554168701171875,40.60002326965332,40.14497208595276,39.98686957359314,27.894973754882812,26.95239281654358,23.133971691131592,34.11824059486389,40.547913789749146
93,33.61912155151367,44.50945997238159,45.12516236305237,27.740964889526367,39.86192083358765,28.689998865127563,39.66700053215027,39.848424196243286,39.789565324783325,40.02715611457825,39.647438049316406,38.7004075050354,28.168391942977905,26.142669677734375,22.81982707977295,34.085519552230835,39.961835861206055
94,31.59784245491028,52.43062782287598,51.0156683921814,24.529660940170288,43.17744493484497,25.643098831176758,43.20694971084595,43.27201724052429,43.104270696640015,43.52280306816101,43.48389554023743,42.858139514923096,21.584392547607422,21.00791358947754,19.932650089263916,33.45118546485901,43.40059947967529
95,31.96597909927368,51.4301393032074,46.29999494552612,23.825101852416992,38.92719221115112,25.145509719848633,37.81881046295166,35.71511220932007,34.599406003952026,38.30204439163208,38.51776170730591,35.082061529159546,21.768457651138306,21.133612871170044,19.7871310710907,31.891180753707886,38.14792490005493
96,30.63634443283081,37.4478600025177,37.44484519958496,23.02217149734497,29.822614908218384,24.661352157592773,30.19874095916748,29.993908405303955,29.926295280456543,29.830710649490356,29.9287109375,29.99813961982727,20.975430250167847,20.5265109539032,19.836174964904785,27.931620359420776,29.826693058013916
97,34.79467487335205,49.61109399795532,45.49068307876587,24.37836456298828,39.069265842437744,25.486129999160767,41.982616901397705,41.682018995285034,41.67315459251404,41.91321110725403,42.04596829414368,41.61205697059631,22.28620147705078,23.634528875350952,19.977606773376465,31.59711003303528,41.95589065551758
98,31.164797067642212,38.378679513931274,37.38908267021179,23.115442752838135,30.39032530784607,24.730813026428223,31.083248376846313,30.66357445716858,30.42818784713745,31.20835304260254,30.87399458885193,30.981197118759155,21.15510082244873,20.76316261291504,19.87834405899048,28.141175270080566,31.1167631149292
99,31.818362712860107,52.50484895706177,50.71688151359558,24.578848123550415,43.31859111785889,25.804083347320557,43.31790804862976,43.394869327545166,43.414809226989746,43.59264135360718,43.56983304023743,43.11206603050232,21.841087102890015,21.19674515724182,20.198559999465942,33.50204110145569,43.39066410064697
