Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
56,17.682371854782104,18.715054035186768,16.801519870758057,12.704550743103027,14.130452156066895,12.31485915184021,14.148445129394531,14.224422931671143,14.188620328903198,14.241779088973999,14.198877573013306,14.176701307296753,12.08941125869751,11.81291651725769,11.521211624145508,13.495490789413452,14.178849458694458
57,19.920531272888184,21.222100019454956,18.90086030960083,14.777705430984497,16.270418405532837,14.287165880203247,15.60210633277893,15.692776918411255,15.620139837265015,15.363246440887451,16.05679702758789,15.6528639793396,14.45364785194397,14.009719610214233,13.140071630477905,15.766605138778687,16.204508304595947
58,18.447646856307983,19.498581409454346,17.074410438537598,13.135481119155884,14.322918176651001,12.855644226074219,14.352781534194946,14.287365436553955,14.569283723831177,14.557123184204102,14.438785314559937,14.492614269256592,12.549463748931885,12.260955572128296,11.886316776275635,13.949853658676147,14.24117398262024
59,17.583707571029663,19.040308952331543,15.925506591796875,12.632489442825317,13.568516254425049,12.305252075195312,13.572488784790039,13.581210613250732,13.592530250549316,13.579231023788452,13.578890323638916,13.529831409454346,12.086556196212769,11.853187084197998,11.532597064971924,13.270316123962402,13.57833218574524
60,18.772736072540283,20.1162269115448,17.42233967781067,13.654116153717041,14.730072259902954,13.543735027313232,14.714745998382568,14.792285203933716,14.849308967590332,14.67162036895752,14.666800498962402,14.799891471862793,12.649581670761108,12.513129472732544,13.15893840789795,14.209967851638794,14.722336769104004
61,18.68778896331787,22.040135383605957,19.153369426727295,13.440691947937012,16.700990200042725,12.957115411758423,16.636430740356445,16.718727111816406,16.35824465751648,16.602040767669678,16.55900263786316,16.583874225616455,12.76001238822937,12.559036016464233,11.86220121383667,14.434192657470703,16.56094980239868
62,18.791651725769043,20.88437795639038,17.762410640716553,13.225855112075806,15.151592254638672,12.614963054656982,15.667809247970581,15.80360460281372,15.72966456413269,15.65649962425232,15.688100337982178,15.605738401412964,13.093415260314941,12.720558404922485,11.920934915542603,14.092679977416992,15.922331094741821
63,17.62745714187622,18.741968631744385,16.653390645980835,12.690853357315063,14.121861934661865,12.309117794036865,14.200769901275635,14.18052864074707,14.044628143310547,14.197097063064575,14.132917165756226,14.12539291381836,12.093669652938843,11.803109169006348,11.512640714645386,13.445968866348267,14.123354434967041
64,17.96891498565674,20.06457281112671,18.05866813659668,13.337151288986206,15.2050199508667,12.897088527679443,15.236277103424072,15.05864143371582,15.04025673866272,15.0954008102417,15.267793416976929,15.045105457305908,12.691430807113647,12.144059658050537,11.890436887741089,14.253507137298584,15.070451021194458
65,17.591989755630493,18.615952968597412,16.85473394393921,12.783793687820435,13.897140264511108,12.408817291259766,13.796107530593872,13.745351314544678,13.80810022354126,13.759019613265991,13.778774499893188,13.715371131896973,12.121606588363647,11.900621175765991,11.564927101135254,13.506542921066284,13.93445110321045
66,18.370571851730347,19.372228145599365,16.92401432991028,13.062593936920166,14.343004703521729,12.628562927246094,14.263042211532593,14.167298316955566,14.087697744369507,14.156812191009521,14.220173835754395,14.084342002868652,12.469175815582275,12.143492221832275,11.774515628814697,13.77328896522522,14.226651430130005
