Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
74,4.993101119995117,5.213444948196411,5.356156826019287,5.478383779525757,5.296820163726807,5.596796989440918,5.116352319717407,5.56463360786438,5.538100481033325,5.527759075164795,5.56315541267395,5.560445785522461,5.522690296173096,5.664489984512329,5.581161975860596,8.040015459060669,7.859407186508179
75,4.986908197402954,5.203754425048828,5.348851680755615,5.4651923179626465,5.2719407081604,5.6371049880981445,5.155176877975464,5.5565736293792725,5.565551280975342,5.568424940109253,5.540584564208984,5.535640239715576,5.5309014320373535,5.676510334014893,5.567626953125,8.472174406051636,7.868913888931274
76,4.979712247848511,5.21613621711731,5.36673641204834,5.469108819961548,5.272932529449463,5.659597635269165,5.181976318359375,5.5687096118927,5.576357841491699,5.585633277893066,5.571434020996094,5.565426349639893,5.565205097198486,5.582028388977051,5.725291967391968,8.142682313919067,7.888251066207886
77,4.959068536758423,5.210731506347656,5.360195875167847,5.443491697311401,5.444939613342285,5.67154860496521,5.141469240188599,5.51880955696106,5.55085015296936,5.554236888885498,5.548668384552002,5.578185081481934,5.578666687011719,5.69113564491272,5.5444724559783936,19.717578172683716,7.993667364120483
78,5.78495979309082,5.98934268951416,5.8371357917785645,6.003702402114868,5.751314401626587,6.12936806678772,6.683214426040649,6.0180113315582275,6.045300006866455,6.226069927215576,6.380142450332642,6.198639631271362,6.251994609832764,6.348263502120972,6.492738246917725,8.836527585983276,8.736260890960693
79,6.0050413608551025,6.236438989639282,6.494306802749634,6.692333936691284,6.446268081665039,6.8967390060424805,6.353065252304077,6.862592697143555,6.814901113510132,6.818617343902588,6.832653999328613,6.859604835510254,6.849639892578125,6.978565216064453,6.825197219848633,9.897066354751587,9.713845491409302
80,4.919366121292114,5.129289865493774,5.280979871749878,5.381907224655151,5.6618406772613525,5.664645671844482,5.0819456577301025,5.443339109420776,5.463837146759033,5.4639177322387695,5.459584951400757,5.761267185211182,5.471172571182251,5.627492189407349,5.487164735794067,20.044934272766113,7.9897260665893555
81,4.957335948944092,5.223374366760254,5.344513177871704,5.465386390686035,5.28861141204834,5.581571102142334,5.174180030822754,5.531000137329102,5.520660638809204,5.551642417907715,5.530717611312866,5.481549501419067,5.437303304672241,5.58387017250061,5.6045825481414795,8.4893319606781,7.833974123001099
82,4.976582288742065,5.208072662353516,5.38696551322937,5.484304189682007,5.3457276821136475,5.743250846862793,5.14815616607666,5.5531651973724365,5.560474634170532,5.594152450561523,5.580662250518799,5.570258617401123,5.5745460987091064,5.721094846725464,5.577421426773071,19.548077821731567,7.894186019897461
83,4.991689443588257,5.207948207855225,5.3594560623168945,5.449845314025879,5.407424449920654,5.716113090515137,5.146914005279541,5.533320665359497,5.541011571884155,5.548362970352173,5.531408309936523,5.5343499183654785,5.531065225601196,5.6770007610321045,5.542259216308594,19.664159059524536,7.892786026000977
