Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
84,4.973784685134888,5.204159498214722,5.350447416305542,5.430710315704346,5.2585461139678955,5.491122722625732,5.127439498901367,5.4382922649383545,5.45363712310791,5.477672576904297,5.454399824142456,5.448769807815552,5.443754434585571,5.441895246505737,5.561633825302124,8.98955488204956,7.8568456172943115
85,4.9594738483428955,5.185453176498413,5.33903956413269,5.427816152572632,5.253951787948608,5.488739013671875,5.134236097335815,5.452507734298706,5.450567007064819,5.472527503967285,5.460857152938843,5.458988428115845,5.4529900550842285,5.573087215423584,5.4820051193237305,8.986899852752686,7.861816167831421
86,5.9790565967559814,6.21083664894104,6.506484746932983,6.686758041381836,6.448577404022217,6.836109399795532,6.3634161949157715,6.8000829219818115,6.792194366455078,6.7746124267578125,6.807787895202637,6.842322587966919,6.815256118774414,6.765649318695068,6.9326090812683105,9.906189918518066,9.72435450553894
87,5.679682970046997,6.009854793548584,6.138198137283325,5.836483716964722,5.570026636123657,6.0056116580963135,5.432916164398193,5.95785665512085,6.294436454772949,6.392179012298584,6.39941668510437,6.366492986679077,6.387106418609619,6.400210380554199,6.582370281219482,9.265484094619751,9.213960409164429
88,5.805572271347046,5.9662086963653564,6.159532308578491,5.911094427108765,5.6151721477508545,5.916656017303467,5.502762317657471,5.816439628601074,6.2406158447265625,6.402482748031616,6.3843395709991455,6.358085632324219,6.3738694190979,6.524703741073608,6.442653179168701,9.028161764144897,9.191945791244507
89,5.687055349349976,5.973757743835449,6.11176061630249,5.829262733459473,5.575862646102905,6.001768112182617,5.4609458446502686,5.918887376785278,6.299448013305664,6.357598543167114,6.387463331222534,6.335566997528076,6.4111738204956055,6.5354413986206055,6.462308168411255,9.14912486076355,9.175979375839233
90,6.093895435333252,6.435709238052368,6.61507248878479,6.80578351020813,6.560652017593384,6.877240180969238,6.378966331481934,6.8356032371521,6.826215744018555,6.799243211746216,6.750932693481445,6.821167230606079,6.870509147644043,6.943585395812988,6.122421741485596,8.212624788284302,8.952272176742554
91,6.042040586471558,6.287061929702759,6.531508684158325,6.688560962677002,6.376266241073608,6.789328098297119,6.246441841125488,6.833550691604614,6.773510456085205,6.815908670425415,6.818722248077393,6.8172242641448975,6.82859992980957,6.952973365783691,6.913761854171753,10.088885068893433,9.712645053863525
92,5.986943960189819,6.223761081695557,6.468135833740234,6.683052062988281,6.425306081771851,6.85988974571228,6.332566022872925,6.818354845046997,6.797465801239014,6.782070636749268,6.794745922088623,6.8235859870910645,6.802684783935547,6.9479217529296875,6.778853416442871,9.846973896026611,9.717284440994263
93,4.974079132080078,5.212861776351929,5.361109733581543,5.459710597991943,5.414050817489624,5.686209201812744,5.133259057998657,5.517165184020996,5.521996259689331,5.549815654754639,5.535726070404053,5.5236124992370605,5.528909921646118,5.670496463775635,5.541678190231323,19.747851371765137,7.912811517715454
94,5.536137342453003,5.665526390075684,5.675538063049316,5.886618375778198,5.73081374168396,6.122189283370972,5.453651666641235,5.972110271453857,5.977515697479248,5.852834463119507,5.991658449172974,6.1094043254852295,5.971792459487915,6.1341962814331055,6.042889595031738,8.72225546836853,8.410325765609741
95,4.955808639526367,5.217336893081665,5.369453430175781,5.441412925720215,5.39832329750061,5.748470783233643,5.140502452850342,5.557769060134888,5.561455965042114,5.585153102874756,5.582841157913208,5.567361116409302,5.569135427474976,5.719367027282715,5.5835936069488525,19.563090562820435,7.851191759109497
96,5.031344652175903,5.2427027225494385,5.385009527206421,5.517928600311279,5.32976508140564,5.6192872524261475,5.149116039276123,5.60134744644165,5.5598814487457275,5.566533327102661,5.598469495773315,5.603041172027588,5.560763120651245,5.7031073570251465,5.621938228607178,8.05134105682373,7.964291095733643
97,5.010946035385132,5.200012445449829,5.3402509689331055,5.4544150829315186,5.266229629516602,5.587307453155518,5.11155104637146,5.543259143829346,5.517682075500488,5.512647390365601,5.541764497756958,5.553643465042114,5.501044034957886,5.653357028961182,5.552109241485596,8.090089321136475,7.908727645874023
98,4.956292152404785,5.18709921836853,5.330733776092529,5.442986488342285,5.255930423736572,5.6289756298065186,5.141323089599609,5.532597303390503,5.541425704956055,5.545531272888184,5.509872674942017,5.512217044830322,5.524085283279419,5.669758081436157,5.5595784187316895,8.607688903808594,7.868232011795044
99,4.95198655128479,5.181577682495117,5.339872121810913,5.45605993270874,5.237356901168823,5.613993406295776,5.119731426239014,5.535259246826172,5.550994873046875,5.548480987548828,5.531646966934204,5.524588584899902,5.531616926193237,5.661460638046265,5.554085731506348,8.757001161575317,7.830261468887329
