Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
85,15.000237226486206,16.873115062713623,17.678780555725098,19.353562355041504,17.41646718978882,27.727935791015625,17.0111186504364,24.229462385177612,24.428302764892578,24.7577383518219,24.752189874649048,24.80094838142395,24.867096424102783,24.71798801422119,23.24814534187317,28.158182382583618,23.252576112747192
86,17.6690616607666,18.627824544906616,21.589776277542114,23.223725080490112,20.09402823448181,33.31391429901123,22.18088698387146,29.85689663887024,29.746349573135376,29.154491186141968,28.68139910697937,25.736693859100342,25.079482078552246,24.332200527191162,24.38425087928772,31.89104390144348,28.095468759536743
87,14.860475778579712,16.827364683151245,17.338026762008667,20.519181728363037,15.844290494918823,32.80354452133179,15.317171335220337,25.72720241546631,25.513831615447998,25.53187608718872,25.131627082824707,25.34589695930481,24.819233417510986,25.034592390060425,24.504695415496826,31.55150008201599,23.326791048049927
88,14.698751449584961,16.58393383026123,17.253077507019043,19.09088635444641,16.36920928955078,27.8502140045166,16.285232067108154,21.338838815689087,23.988128662109375,24.21930241584778,24.590744495391846,24.623125553131104,24.785934686660767,24.84216856956482,24.611454248428345,30.087579488754272,25.020192861557007
89,17.04874086380005,18.920296669006348,19.434624433517456,23.140514373779297,18.140949487686157,39.31707310676575,17.796672105789185,29.606650590896606,29.91409707069397,29.653310775756836,30.94436550140381,29.669971466064453,29.777906894683838,29.725592136383057,30.134766340255737,37.05367469787598,26.421120166778564
90,16.970080614089966,18.90849280357361,19.37339496612549,23.870762586593628,17.94974446296692,42.25807189941406,17.52033042907715,30.854218006134033,31.08365249633789,30.84844970703125,32.04994463920593,30.546311378479004,30.999653100967407,30.803649425506592,31.744407892227173,37.89496207237244,25.759021520614624
91,16.984352350234985,18.893410682678223,19.36111283302307,23.50027322769165,17.9537935256958,39.9978973865509,17.71782875061035,30.39380168914795,30.741660833358765,30.10836887359619,31.399773120880127,30.07660675048828,30.50083303451538,29.842066049575806,31.06745982170105,37.550354957580566,26.16665244102478
92,14.76535177230835,16.66036105155945,17.128010749816895,19.45392394065857,15.874613285064697,28.763895988464355,15.539092540740967,23.11935830116272,23.79466462135315,23.664436101913452,23.858659267425537,23.792426586151123,23.6162052154541,23.5073823928833,23.437690496444702,29.928142070770264,23.437231063842773
93,14.842284440994263,16.751330375671387,17.24903154373169,19.596081018447876,15.942682266235352,28.93642020225525,15.646644830703735,23.252485990524292,23.903533220291138,23.786205053329468,23.976825952529907,23.878021717071533,23.708088636398315,23.622989654541016,23.568270683288574,30.017000436782837,23.607803106307983
94,14.876774787902832,16.443706274032593,17.050665616989136,18.65267539024353,16.117608785629272,27.055925607681274,15.687166452407837,19.950034141540527,21.02671504020691,21.096497297286987,21.10571312904358,21.109398365020752,21.04573655128479,21.084052562713623,21.065786123275757,27.672882318496704,23.915780067443848
95,17.027740716934204,17.58385419845581,18.18367290496826,19.7752046585083,16.261634826660156,30.406460285186768,18.91145420074463,26.594646692276,26.552471160888672,26.667865753173828,26.522615432739258,26.50690221786499,26.29919457435608,25.990788459777832,25.602778434753418,33.29953694343567,27.991785526275635
96,14.840197324752808,16.79121494293213,17.419981479644775,19.6403546333313,16.506104230880737,30.46992015838623,15.684452295303345,24.724678993225098,24.912429809570312,24.76670217514038,24.645334482192993,24.506926774978638,24.62182855606079,24.217599391937256,23.510953187942505,30.06431293487549,23.251624584197998
97,16.822630167007446,18.700435161590576,19.120973825454712,22.845239400863647,17.670203685760498,39.195674657821655,17.60348916053772,29.166867971420288,29.496535539627075,29.04571008682251,30.190792083740234,29.267787218093872,29.004070281982422,28.91350817680359,29.216037273406982,37.05151176452637,26.5372052192688
98,17.08440327644348,18.787328004837036,19.279006004333496,23.52781844139099,17.948541164398193,40.125396490097046,17.808345317840576,30.42976450920105,30.75182294845581,30.17244005203247,31.49027156829834,30.0925133228302,30.520594596862793,29.850882291793823,31.160290479660034,37.51220440864563,26.260197162628174
99,16.991050004959106,18.920917749404907,19.39980673789978,23.495930433273315,17.905070066452026,38.68595504760742,17.704008102416992,30.101244926452637,30.454676389694214,29.794034004211426,30.889763116836548,29.784812927246094,29.91483974456787,29.497132778167725,30.287344217300415,38.03377151489258,26.412519454956055
