Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
64,7.651493787765503,7.42821192741394,5.616466283798218,5.544179201126099,5.20412540435791,5.3641650676727295,5.351978302001953,5.143083810806274,5.136078596115112,5.30931830406189,5.355114459991455,5.081466913223267,5.54374361038208,4.926794767379761,5.1417505741119385,5.612558126449585,5.2606871128082275
65,11.075518608093262,11.928555011749268,8.204980611801147,7.8331217765808105,8.421647071838379,7.5721235275268555,8.293891191482544,8.148157596588135,8.073111295700073,8.309625387191772,8.357287883758545,8.254367589950562,7.757765293121338,7.788266181945801,7.249333381652832,7.956122398376465,8.391261100769043
66,6.435560941696167,6.995043754577637,4.556858062744141,4.460311412811279,4.550788879394531,4.315136432647705,4.4934468269348145,4.504671573638916,4.507832288742065,4.500002861022949,4.495108366012573,4.639202833175659,4.3987672328948975,4.2862653732299805,4.1659996509552,4.498307704925537,4.5114452838897705
67,6.530790090560913,6.408998489379883,4.578793287277222,4.498968839645386,4.552266597747803,4.372402667999268,4.538658380508423,4.562022686004639,4.558244466781616,4.546240568161011,4.5767822265625,4.659702777862549,4.458203315734863,4.341324329376221,4.227797508239746,4.5455098152160645,4.539185285568237
68,6.449438810348511,7.303888320922852,4.541723966598511,4.497390985488892,4.496302366256714,4.341683626174927,4.519398212432861,4.5161049365997314,4.507155179977417,4.514251232147217,4.5121681690216064,4.616449594497681,4.400012493133545,4.295945167541504,4.193947076797485,4.511885643005371,4.504560708999634
69,7.567266941070557,7.671043395996094,5.489243745803833,5.331599235534668,5.478895425796509,5.179431200027466,5.41390061378479,5.426315546035767,5.342754125595093,5.453288793563843,5.4077982902526855,5.442465305328369,5.266818523406982,5.11733865737915,5.083733320236206,5.414620876312256,5.452903747558594
70,6.4906487464904785,6.3863348960876465,4.528429746627808,4.473337411880493,4.520480155944824,4.355650186538696,4.5071587562561035,4.517778396606445,4.5150110721588135,4.542710542678833,4.509374380111694,4.649662494659424,4.402573823928833,4.304230213165283,4.1943747997283936,4.525115251541138,4.500779867172241
71,6.493002414703369,6.880926609039307,4.608536005020142,4.454349517822266,4.54884147644043,4.309193134307861,4.557290315628052,4.564985036849976,4.5607733726501465,4.563495397567749,4.56064248085022,4.6810688972473145,4.405705690383911,4.287048816680908,4.210478782653809,4.52013087272644,4.55382513999939
72,6.497726202011108,7.0303122997283936,4.502824306488037,4.44742488861084,4.481829404830933,4.326968193054199,4.4926910400390625,4.494727373123169,4.491456747055054,4.5101988315582275,4.480658292770386,4.612082242965698,4.388214826583862,4.260783433914185,4.196387052536011,4.522079229354858,4.495573282241821
73,6.439885377883911,6.339782953262329,4.500442981719971,4.460871934890747,4.494606256484985,4.3519508838653564,4.495691299438477,4.496423006057739,4.503448963165283,4.512504577636719,4.485065937042236,4.611035108566284,4.383676767349243,4.272625684738159,4.1887688636779785,4.496056318283081,4.496667861938477
74,6.447285890579224,6.432889461517334,4.519192695617676,4.46480131149292,4.502481937408447,4.313250780105591,4.490535020828247,4.494307994842529,4.492238521575928,4.489114046096802,4.481954097747803,4.485010862350464,4.407801628112793,4.2811384201049805,4.169563055038452,4.498202323913574,4.489773988723755
75,6.502539396286011,6.462192058563232,4.6003148555755615,4.501116514205933,4.583688974380493,4.355472803115845,4.535644054412842,4.543472051620483,4.54196310043335,4.5490195751190186,4.5451130867004395,4.527712345123291,4.460754156112671,4.331874132156372,4.219043970108032,4.563328742980957,4.555880308151245
76,7.870632886886597,7.86270809173584,4.5484912395477295,4.459823369979858,4.499957323074341,4.322516441345215,5.5574119091033936,5.246821165084839,5.296908378601074,5.362931728363037,5.608410120010376,5.492938280105591,4.401324272155762,4.295804023742676,4.2432005405426025,4.501579523086548,5.18504524230957
77,6.4284303188323975,6.337642669677734,4.514305591583252,4.456057548522949,4.4925172328948975,4.329034090042114,4.512164354324341,4.511195182800293,4.517719745635986,4.545965194702148,4.512351036071777,4.598249673843384,4.3835248947143555,4.278371572494507,4.1815924644470215,4.495179891586304,4.51046347618103
78,6.443982124328613,7.658138990402222,4.525347709655762,4.429394245147705,4.495890378952026,4.303846597671509,4.481164455413818,4.499088287353516,4.49399995803833,4.481260538101196,4.486738920211792,4.6119139194488525,4.3589911460876465,4.251206874847412,4.196184396743774,4.490037202835083,4.479706525802612
79,7.975221395492554,8.11478042602539,5.397424936294556,5.458531618118286,5.438097953796387,5.037713527679443,5.553496360778809,5.474619150161743,5.498034238815308,5.419945240020752,5.53023886680603,5.684918403625488,5.174098253250122,5.079814434051514,4.229109048843384,5.462467670440674,5.499233722686768
80,7.909847736358643,8.002638339996338,5.314940690994263,5.399827718734741,5.361388683319092,4.982056617736816,5.458852052688599,5.386210203170776,5.423421144485474,5.368332147598267,5.455530166625977,5.598512411117554,5.1168129444122314,5.037964820861816,4.19801139831543,5.405380487442017,5.425891160964966
81,6.50953483581543,6.465580463409424,4.570915699005127,4.495538711547852,4.536503076553345,4.3639235496521,4.544812440872192,4.540710926055908,4.536291122436523,4.54054069519043,4.549829006195068,4.53810715675354,4.430753707885742,4.331624984741211,4.223931074142456,4.534765243530273,4.54195237159729
82,6.489008903503418,7.128708600997925,4.5644636154174805,4.466708183288574,4.51372766494751,4.329872131347656,4.503210067749023,4.514186382293701,4.523021221160889,4.513204574584961,4.495133638381958,4.650334119796753,4.399874448776245,4.288480758666992,4.233755111694336,4.519760608673096,4.49345588684082
83,6.487862586975098,6.778702974319458,4.59865665435791,4.5156285762786865,4.588302135467529,4.378318548202515,4.598600387573242,4.602700471878052,4.60543155670166,4.610203504562378,4.598128795623779,4.776973247528076,4.500766038894653,4.340930461883545,4.211585998535156,4.571174383163452,4.591603517532349
