Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
72,2.68780255317688,2.623673677444458,2.7090611457824707,2.720993995666504,2.719674587249756,2.730987071990967,2.7192578315734863,2.712186336517334,2.6910862922668457,2.6362011432647705,2.7293190956115723,2.613224744796753,989.8957252502441
73,2.808222532272339,2.7362656593322754,2.8237528800964355,2.8310344219207764,2.8447258472442627,2.9629478454589844,2.8382112979888916,2.8217732906341553,2.804772138595581,2.7898054122924805,2.7255823612213135,2.7604236602783203,1042.005376815796
74,2.62322735786438,2.562807083129883,2.6970834732055664,2.7316677570343018,2.741334915161133,2.8421576023101807,2.7416915893554688,2.7377233505249023,2.735602617263794,2.7371954917907715,2.7081820964813232,2.664654016494751,994.9424068927765
75,2.61862850189209,2.557140827178955,2.6851394176483154,2.7243170738220215,2.7492496967315674,2.739274740219116,2.7431795597076416,2.7483010292053223,2.7464375495910645,2.747929334640503,2.725034713745117,2.687596559524536,995.5747945308685
76,2.5454180240631104,2.5037975311279297,2.5931105613708496,2.616487979888916,2.6764209270477295,2.694498300552368,2.6968016624450684,2.698533535003662,2.70174503326416,2.7028191089630127,2.697697401046753,2.6958541870117188,995.6378374099731
77,2.5884978771209717,2.5314929485321045,2.698970079421997,2.658203601837158,2.6744344234466553,2.6904103755950928,2.721306562423706,2.741546154022217,2.72818922996521,2.706824541091919,2.723130464553833,2.735478401184082,1039.2934505939484
78,2.6720566749572754,2.6154775619506836,2.67497181892395,2.6618402004241943,2.663965940475464,2.6474437713623047,2.6241323947906494,2.5996549129486084,2.5804834365844727,2.5734260082244873,2.57269287109375,2.5652053356170654,1043.8537204265594
79,2.574185848236084,2.5365264415740967,2.6697216033935547,2.7094388008117676,3.358121156692505,2.736494541168213,2.737715482711792,2.734851360321045,2.7386531829833984,2.733945846557617,2.7250378131866455,2.720712900161743,990.9896991252899
80,2.631653308868408,2.5764200687408447,2.685737371444702,2.6798036098480225,3.3273329734802246,2.675107955932617,2.6768946647644043,2.6619560718536377,2.653564453125,2.643155574798584,2.633885145187378,2.6189215183258057,989.5048394203186
81,2.677233934402466,2.64692759513855,2.732255697250366,2.741391897201538,2.749343156814575,2.7502496242523193,2.7507786750793457,2.752858877182007,2.741166830062866,2.7272229194641113,2.7118499279022217,2.674487829208374,1040.933191537857
82,2.701551914215088,2.623392343521118,2.7292749881744385,2.7423312664031982,2.7516446113586426,2.75213885307312,2.7510828971862793,2.742682933807373,2.735295534133911,2.7302281856536865,2.6804635524749756,2.7372994422912598,990.9454090595245
83,2.5998644828796387,2.54082989692688,2.6385035514831543,2.675466775894165,2.7051548957824707,2.7309746742248535,2.701042890548706,2.721062660217285,2.735391139984131,2.747427225112915,2.725275993347168,2.6992037296295166,978.708330154419
84,2.626462697982788,2.8180415630340576,2.7027997970581055,2.706336259841919,2.715409755706787,2.71260929107666,2.7171483039855957,2.7225608825683594,2.7161624431610107,2.7041497230529785,2.6872313022613525,2.671544313430786,1047.2207248210907
85,2.603407859802246,2.584200143814087,2.695502281188965,2.703909158706665,2.7047688961029053,2.704486608505249,2.7103464603424072,2.707911252975464,2.7194950580596924,2.694782257080078,2.6825621128082275,2.672975540161133,1043.1300206184387
86,2.7399652004241943,2.6589267253875732,2.7682151794433594,2.7878572940826416,2.7908520698547363,2.78847599029541,2.7831332683563232,2.771845579147339,2.776489734649658,2.7551939487457275,2.7733139991760254,2.6942763328552246,988.6646926403046
87,2.715613842010498,2.639281749725342,2.721125841140747,2.7190470695495605,2.7373058795928955,2.7305431365966797,2.734691619873047,2.7037923336029053,2.6725575923919678,2.630000114440918,2.6165716648101807,2.811465263366699,988.5301642417908
88,2.64784574508667,2.5904831886291504,2.686941385269165,2.880711317062378,2.692753791809082,2.6832361221313477,2.6762759685516357,2.6612088680267334,2.65590238571167,2.6403117179870605,2.626310110092163,2.610713243484497,993.644989490509
89,2.6703853607177734,2.6262638568878174,2.708927869796753,2.7126617431640625,2.7196030616760254,2.723921537399292,2.724613904953003,2.9276413917541504,2.704507827758789,2.693617343902588,2.6802148818969727,2.6299264430999756,1045.1171782016754
90,2.6514859199523926,2.632786989212036,2.7268266677856445,2.735629081726074,2.744097948074341,2.7403042316436768,2.7418041229248047,2.743849277496338,2.7351090908050537,2.702684164047241,2.664726495742798,2.634533405303955,992.6480233669281
91,2.6504926681518555,2.600964069366455,2.6789751052856445,2.6987953186035156,2.7311081886291504,2.754808187484741,2.736668586730957,2.713236093521118,2.7171733379364014,2.698349714279175,2.6741161346435547,2.6365437507629395,1043.0226981639862
92,2.6729736328125,2.637162923812866,2.7159340381622314,2.7136242389678955,2.725883722305298,2.721963405609131,2.728891611099243,2.719454050064087,2.7102468013763428,2.7035584449768066,2.689828634262085,2.6419591903686523,1042.736477613449
93,2.609450578689575,2.5997047424316406,2.7153475284576416,2.721097469329834,2.7309813499450684,2.7305614948272705,2.7362303733825684,2.738802433013916,2.7381162643432617,2.72800612449646,2.7116127014160156,2.6951706409454346,1044.1401464939117
94,2.785820245742798,2.770223617553711,2.8230674266815186,2.833458423614502,2.839384078979492,2.8368074893951416,2.8413195610046387,2.830901861190796,2.82270884513855,2.79799747467041,2.7608299255371094,2.7330992221832275,991.1345341205597
95,2.5916333198547363,2.547593355178833,2.637505531311035,2.785182476043701,2.6755712032318115,2.712249517440796,2.728748083114624,2.6866557598114014,2.682405948638916,2.6751344203948975,2.652270793914795,2.632852554321289,1041.9320485591888
96,2.5745041370391846,2.5147316455841064,2.624124050140381,2.682093858718872,2.704066276550293,2.6959166526794434,2.6951675415039062,2.7028205394744873,2.7048306465148926,2.7036449909210205,2.689513921737671,2.659346103668213,995.8375451564789
97,2.540727138519287,2.487277030944824,2.569571018218994,2.566437244415283,2.5812363624572754,2.5906689167022705,2.610374927520752,2.6422932147979736,2.66180157661438,2.679994821548462,2.710458278656006,2.666090250015259,927.0988070964813
98,2.578441858291626,2.5200626850128174,2.6476664543151855,2.615389823913574,2.633526086807251,2.6578691005706787,2.6710703372955322,2.684479236602783,2.695618152618408,2.710799217224121,2.749415159225464,2.737687826156616,928.9995405673981
99,2.640763759613037,2.615185499191284,2.710108757019043,2.714310884475708,2.7201216220855713,2.7189414501190186,2.718766450881958,2.7222402095794678,2.7170777320861816,2.696345806121826,2.683281660079956,2.666074514389038,1042.4061651229858
