Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
804,[695.0],[1015.0],[1463.0],[663.0],[576.0],[316.0],[281.0],[916.0],[1469.0],[905.0],[1475.0],[669.0],[1273.0],[1422.0],[946.0],[1366.0],[1396.0],[856.0],[977.0],[776.0],[1124.0],[817.0],[549.0],[21.0],[950.0],[152.0],[1343.0],[572.0],[1041.0],[973.0],[182.0],[486.0],[450.0],[1349.0],[957.0],[394.0],[144.0],[472.0],[156.0],[653.0],[1133.0],[1459.0],[182.0],[1227.0],[1246.0],[1318.0],[264.0],[1106.0],[235.0],[58.0]
805,[416.0],[1144.0],[1384.0],[318.0],[58.0],[54.0],[164.0],[1328.0],[148.0],[599.0],[776.0],[1076.0],[1003.0],[930.0],[1117.0],[400.0],[1057.0],[626.0],[813.0],[1076.0],[663.0],[300.0],[468.0],[1067.0],[269.0],[1069.0],[393.0],[1346.0],[726.0],[650.0],[260.0],[452.0],[178.0],[224.0],[1181.0],[845.0],[450.0],[1467.0],[795.0],[1075.0],[640.0],[590.0],[1031.0],[866.0],[957.0],[935.0],[1066.0],[207.0],[1287.0],[954.0]
806,[924.0],[583.0],[179.0],[1260.0],[1331.0],[1096.0],[801.0],[684.0],[405.0],[512.0],[817.0],[683.0],[1056.0],[1418.0],[869.0],[634.0],[58.0],[1346.0],[130.0],[245.0],[1269.0],[994.0],[2.0],[468.0],[572.0],[807.0],[411.0],[793.0],[472.0],[657.0],[63.0],[1471.0],[703.0],[391.0],[160.0],[601.0],[993.0],[947.0],[1036.0],[917.0],[907.0],[334.0],[347.0],[905.0],[1135.0],[613.0],[543.0],[1002.0],[568.0],[1200.0]
807,[1037.0],[182.0],[220.0],[215.0],[152.0],[56.0],[830.0],[250.0],[214.0],[796.0],[596.0],[144.0],[897.0],[758.0],[694.0],[876.0],[246.0],[466.0],[753.0],[1231.0],[1413.0],[449.0],[70.0],[930.0],[677.0],[1116.0],[984.0],[1106.0],[1434.0],[472.0],[1022.0],[347.0],[1094.0],[508.0],[1147.0],[180.0],[1096.0],[327.0],[207.0],[619.0],[1096.0],[1005.0],[1022.0],[940.0],[1387.0],[472.0],[91.0],[1486.0],[291.0],[514.0]
808,[642.0],[1118.0],[1465.0],[1394.0],[514.0],[949.0],[1384.0],[1147.0],[121.0],[168.0],[535.0],[593.0],[972.0],[754.0],[383.0],[883.0],[695.0],[788.0],[825.0],[746.0],[215.0],[209.0],[896.0],[907.0],[416.0],[173.0],[860.0],[1031.0],[1067.0],[919.0],[1045.0],[1364.0],[1311.0],[984.0],[768.0],[526.0],[1241.0],[697.0],[1465.0],[125.0],[593.0],[179.0],[711.0],[109.0],[29.0],[863.0],[585.0],[1080.0],[1096.0],[452.0]
809,[1353.0],[1255.0],[946.0],[422.0],[1335.0],[1274.0],[206.0],[245.0],[897.0],[172.0],[657.0],[1475.0],[325.0],[604.0],[1124.0],[1297.0],[1361.0],[1010.0],[1461.0],[1103.0],[207.0],[555.0],[1003.0],[1112.0],[227.0],[1015.0],[957.0],[966.0],[269.0],[227.0],[545.0],[296.0],[8.0],[1390.0],[1235.0],[1093.0],[910.0],[1455.0],[394.0],[334.0],[1181.0],[1194.0],[642.0],[395.0],[711.0],[1207.0],[146.0],[1.0],[367.0],[1107.0]
810,[509.0],[853.0],[650.0],[1369.0],[832.0],[603.0],[194.0],[1112.0],[91.0],[1183.0],[893.0],[1127.0],[671.0],[1230.0],[997.0],[1041.0],[1075.0],[826.0],[879.0],[1032.0],[1218.0],[344.0],[593.0],[754.0],[1268.0],[430.0],[159.0],[1486.0],[21.0],[1126.0],[799.0],[58.0],[1241.0],[1273.0],[352.0],[907.0],[334.0],[1317.0],[1062.0],[462.0],[735.0],[1328.0],[121.0],[1208.0],[1199.0],[1072.0],[1117.0],[1381.0],[386.0],[1458.0]
811,[896.0],[1390.0],[457.0],[662.0],[822.0],[1222.0],[422.0],[1463.0],[671.0],[335.0],[1231.0],[783.0],[1364.0],[1052.0],[1349.0],[1142.0],[1145.0],[1058.0],[996.0],[955.0],[1369.0],[148.0],[1112.0],[964.0],[896.0],[1169.0],[51.0],[826.0],[770.0],[262.0],[1423.0],[924.0],[1415.0],[159.0],[877.0],[1057.0],[1360.0],[359.0],[1002.0],[246.0],[783.0],[946.0],[714.0],[698.0],[1034.0],[39.0],[189.0],[569.0],[1055.0],[156.0]
812,[980.0],[828.0],[997.0],[926.0],[173.0],[1215.0],[589.0],[844.0],[112.0],[426.0],[555.0],[873.0],[1471.0],[3.0],[552.0],[99.0],[1289.0],[285.0],[1130.0],[577.0],[19.0],[1473.0],[972.0],[1181.0],[1290.0],[182.0],[1079.0],[1241.0],[416.0],[555.0],[78.0],[688.0],[1496.0],[975.0],[1459.0],[677.0],[1142.0],[192.0],[180.0],[466.0],[768.0],[486.0],[58.0],[922.0],[311.0],[999.0],[1113.0],[412.0],[408.0],[881.0]
813,[196.0],[1022.0],[1126.0],[1490.0],[726.0],[698.0],[1335.0],[213.0],[630.0],[758.0],[1290.0],[841.0],[650.0],[822.0],[562.0],[213.0],[567.0],[1141.0],[131.0],[957.0],[1384.0],[434.0],[76.0],[590.0],[1249.0],[966.0],[75.0],[994.0],[930.0],[1458.0],[1384.0],[514.0],[880.0],[1013.0],[1328.0],[1181.0],[1215.0],[20.0],[45.0],[1198.0],[411.0],[352.0],[897.0],[527.0],[1119.0],[1427.0],[630.0],[963.0],[379.0],[297.0]
814,[13.0],[224.0],[886.0],[875.0],[472.0],[3.0],[409.0],[220.0],[594.0],[1269.0],[1032.0],[1192.0],[594.0],[720.0],[1472.0],[170.0],[787.0],[1267.0],[1018.0],[38.0],[1490.0],[1164.0],[213.0],[696.0],[22.0],[1302.0],[86.0],[1268.0],[754.0],[1286.0],[599.0],[384.0],[877.0],[75.0],[1005.0],[213.0],[393.0],[817.0],[1124.0],[883.0],[1192.0],[997.0],[195.0],[497.0],[334.0],[738.0],[1276.0],[714.0],[1215.0],[543.0]
815,[304.0],[1065.0],[562.0],[409.0],[277.0],[1072.0],[760.0],[1423.0],[715.0],[863.0],[138.0],[316.0],[959.0],[54.0],[1125.0],[123.0],[642.0],[669.0],[370.0],[807.0],[45.0],[1057.0],[1364.0],[957.0],[893.0],[1022.0],[508.0],[1331.0],[1072.0],[495.0],[734.0],[534.0],[950.0],[845.0],[1344.0],[817.0],[289.0],[395.0],[907.0],[1078.0],[1215.0],[220.0],[13.0],[112.0],[170.0],[880.0],[383.0],[1355.0],[453.0],[462.0]
816,[1343.0],[203.0],[1286.0],[158.0],[1434.0],[1229.0],[1308.0],[1111.0],[199.0],[1230.0],[1433.0],[970.0],[1473.0],[599.0],[703.0],[1111.0],[961.0],[569.0],[1162.0],[1094.0],[528.0],[201.0],[94.0],[179.0],[1170.0],[1278.0],[719.0],[1460.0],[590.0],[297.0],[1124.0],[1135.0],[393.0],[1083.0],[916.0],[89.0],[1010.0],[793.0],[1056.0],[1177.0],[183.0],[1147.0],[671.0],[1219.0],[526.0],[1472.0],[1306.0],[406.0],[204.0],[269.0]
817,[1194.0],[663.0],[957.0],[541.0],[753.0],[979.0],[1116.0],[1384.0],[197.0],[1349.0],[1094.0],[1346.0],[197.0],[349.0],[535.0],[1457.0],[864.0],[879.0],[1037.0],[1206.0],[158.0],[667.0],[434.0],[344.0],[1318.0],[701.0],[549.0],[827.0],[454.0],[56.0],[1310.0],[1062.0],[53.0],[86.0],[359.0],[1111.0],[860.0],[344.0],[1355.0],[863.0],[1346.0],[562.0],[1099.0],[91.0],[542.0],[310.0],[155.0],[322.0],[683.0],[511.0]
818,[702.0],[325.0],[1037.0],[1116.0],[1492.0],[1010.0],[1221.0],[576.0],[684.0],[1455.0],[972.0],[1229.0],[828.0],[949.0],[1492.0],[1067.0],[964.0],[144.0],[1335.0],[1015.0],[66.0],[787.0],[1242.0],[768.0],[1266.0],[55.0],[575.0],[879.0],[896.0],[837.0],[1378.0],[959.0],[756.0],[526.0],[1163.0],[1226.0],[170.0],[1356.0],[1181.0],[1194.0],[1010.0],[347.0],[22.0],[897.0],[1289.0],[1089.0],[1472.0],[614.0],[748.0],[217.0]
819,[984.0],[799.0],[212.0],[887.0],[21.0],[1081.0],[995.0],[1072.0],[1272.0],[395.0],[572.0],[1404.0],[191.0],[168.0],[181.0],[1465.0],[1494.0],[714.0],[819.0],[29.0],[458.0],[823.0],[783.0],[946.0],[1226.0],[1331.0],[1317.0],[293.0],[1078.0],[1069.0],[1218.0],[1072.0],[472.0],[575.0],[212.0],[857.0],[486.0],[695.0],[322.0],[123.0],[264.0],[1463.0],[594.0],[879.0],[1194.0],[1422.0],[321.0],[60.0],[1030.0],[472.0]
820,[561.0],[215.0],[1234.0],[4.0],[1162.0],[1268.0],[190.0],[1124.0],[191.0],[1133.0],[880.0],[746.0],[853.0],[1043.0],[1273.0],[787.0],[724.0],[131.0],[1353.0],[1057.0],[887.0],[1321.0],[1111.0],[817.0],[1398.0],[300.0],[70.0],[711.0],[179.0],[726.0],[1249.0],[805.0],[1301.0],[1317.0],[802.0],[42.0],[51.0],[1127.0],[614.0],[1297.0],[826.0],[703.0],[197.0],[630.0],[108.0],[1352.0],[693.0],[185.0],[1010.0],[1063.0]
821,[1325.0],[959.0],[1353.0],[995.0],[1091.0],[110.0],[519.0],[152.0],[1176.0],[922.0],[539.0],[913.0],[1403.0],[635.0],[914.0],[770.0],[696.0],[42.0],[433.0],[182.0],[832.0],[864.0],[981.0],[213.0],[736.0],[615.0],[1102.0],[1442.0],[1327.0],[23.0],[268.0],[265.0],[556.0],[130.0],[763.0],[830.0],[169.0],[485.0],[768.0],[144.0],[879.0],[58.0],[561.0],[671.0],[776.0],[1216.0],[1145.0],[488.0],[825.0],[627.0]
822,[159.0],[450.0],[509.0],[1066.0],[930.0],[913.0],[1036.0],[269.0],[853.0],[1311.0],[64.0],[1013.0],[1013.0],[335.0],[556.0],[1327.0],[8.0],[195.0],[652.0],[880.0],[220.0],[677.0],[1473.0],[997.0],[823.0],[66.0],[2.0],[227.0],[777.0],[1072.0],[912.0],[1422.0],[860.0],[1416.0],[250.0],[1200.0],[656.0],[576.0],[185.0],[66.0],[1079.0],[434.0],[191.0],[935.0],[486.0],[1220.0],[1083.0],[1488.0],[145.0],[416.0]
823,[1232.0],[1369.0],[29.0],[133.0],[819.0],[1031.0],[222.0],[1218.0],[609.0],[19.0],[1084.0],[826.0],[203.0],[1185.0],[1013.0],[864.0],[1086.0],[893.0],[1434.0],[521.0],[1066.0],[440.0],[830.0],[677.0],[1269.0],[148.0],[76.0],[1489.0],[1411.0],[1434.0],[168.0],[1056.0],[1459.0],[605.0],[580.0],[1019.0],[1386.0],[823.0],[1218.0],[1275.0],[827.0],[556.0],[564.0],[790.0],[1231.0],[567.0],[979.0],[1099.0],[541.0],[1082.0]
824,[1394.0],[486.0],[196.0],[911.0],[218.0],[879.0],[775.0],[430.0],[1098.0],[112.0],[1106.0],[106.0],[1065.0],[345.0],[180.0],[454.0],[1083.0],[656.0],[277.0],[1022.0],[110.0],[657.0],[1205.0],[1111.0],[773.0],[23.0],[33.0],[418.0],[1422.0],[1266.0],[293.0],[325.0],[491.0],[580.0],[653.0],[773.0],[816.0],[401.0],[1491.0],[1323.0],[131.0],[886.0],[514.0],[594.0],[1032.0],[744.0],[695.0],[1060.0],[104.0],[851.0]
825,[75.0],[1241.0],[304.0],[151.0],[754.0],[327.0],[173.0],[830.0],[245.0],[53.0],[1486.0],[1078.0],[555.0],[922.0],[1291.0],[421.0],[950.0],[1099.0],[468.0],[334.0],[397.0],[1226.0],[1192.0],[812.0],[1473.0],[832.0],[1003.0],[268.0],[890.0],[1169.0],[749.0],[168.0],[51.0],[610.0],[13.0],[1107.0],[1086.0],[1072.0],[877.0],[1067.0],[508.0],[1219.0],[853.0],[131.0],[347.0],[1145.0],[1366.0],[360.0],[1080.0],[896.0]
826,[486.0],[1490.0],[942.0],[5.0],[1072.0],[950.0],[1124.0],[886.0],[203.0],[1096.0],[291.0],[827.0],[745.0],[1245.0],[1416.0],[1439.0],[510.0],[773.0],[21.0],[1134.0],[151.0],[1156.0],[22.0],[1069.0],[613.0],[977.0],[94.0],[222.0],[946.0],[21.0],[672.0],[1065.0],[631.0],[2.0],[861.0],[764.0],[549.0],[873.0],[1060.0],[1210.0],[1141.0],[1071.0],[203.0],[665.0],[1094.0],[992.0],[141.0],[564.0],[260.0],[924.0]
827,[133.0],[347.0],[1343.0],[1118.0],[124.0],[1422.0],[883.0],[1278.0],[1306.0],[715.0],[587.0],[674.0],[265.0],[1045.0],[848.0],[125.0],[13.0],[1019.0],[206.0],[799.0],[322.0],[138.0],[384.0],[830.0],[566.0],[1485.0],[917.0],[393.0],[648.0],[736.0],[3.0],[723.0],[1291.0],[362.0],[626.0],[893.0],[3.0],[112.0],[664.0],[486.0],[468.0],[514.0],[1232.0],[715.0],[1310.0],[817.0],[793.0],[998.0],[813.0],[388.0]
828,[1317.0],[51.0],[984.0],[975.0],[179.0],[20.0],[394.0],[1422.0],[1103.0],[684.0],[861.0],[1080.0],[1126.0],[1349.0],[1365.0],[110.0],[662.0],[564.0],[702.0],[1194.0],[1463.0],[773.0],[1346.0],[1169.0],[344.0],[919.0],[972.0],[837.0],[235.0],[966.0],[81.0],[1034.0],[744.0],[33.0],[29.0],[1064.0],[510.0],[2.0],[1005.0],[1411.0],[575.0],[935.0],[799.0],[992.0],[91.0],[599.0],[58.0],[1287.0],[662.0],[1078.0]
829,[347.0],[158.0],[334.0],[957.0],[1325.0],[894.0],[1441.0],[212.0],[745.0],[1273.0],[1157.0],[955.0],[187.0],[971.0],[610.0],[1442.0],[146.0],[1290.0],[930.0],[555.0],[919.0],[299.0],[1269.0],[773.0],[1094.0],[288.0],[1242.0],[283.0],[1323.0],[930.0],[335.0],[918.0],[405.0],[129.0],[1389.0],[1288.0],[70.0],[677.0],[1384.0],[39.0],[569.0],[1390.0],[745.0],[1306.0],[880.0],[653.0],[1229.0],[275.0],[894.0],[1475.0]
830,[281.0],[58.0],[159.0],[222.0],[1332.0],[131.0],[1462.0],[66.0],[321.0],[999.0],[1161.0],[1433.0],[918.0],[1249.0],[1084.0],[97.0],[561.0],[764.0],[664.0],[615.0],[262.0],[607.0],[296.0],[1125.0],[1381.0],[223.0],[29.0],[131.0],[997.0],[566.0],[1170.0],[766.0],[559.0],[1003.0],[788.0],[1290.0],[1457.0],[715.0],[1297.0],[656.0],[1085.0],[212.0],[1269.0],[197.0],[672.0],[344.0],[547.0],[948.0],[1248.0],[398.0]
831,[58.0],[70.0],[75.0],[1210.0],[777.0],[793.0],[180.0],[416.0],[947.0],[631.0],[732.0],[1416.0],[1416.0],[1311.0],[1246.0],[648.0],[1268.0],[1287.0],[1112.0],[1449.0],[886.0],[893.0],[826.0],[1107.0],[555.0],[262.0],[1364.0],[1266.0],[1130.0],[1422.0],[886.0],[109.0],[1072.0],[1157.0],[1234.0],[904.0],[347.0],[1003.0],[809.0],[1082.0],[33.0],[992.0],[55.0],[61.0],[130.0],[1.0],[514.0],[177.0],[628.0],[1072.0]
832,[634.0],[887.0],[56.0],[204.0],[1394.0],[1255.0],[283.0],[1234.0],[192.0],[1013.0],[1448.0],[1141.0],[401.0],[178.0],[1448.0],[418.0],[413.0],[1288.0],[754.0],[1473.0],[726.0],[1465.0],[19.0],[893.0],[1072.0],[1263.0],[981.0],[372.0],[22.0],[754.0],[173.0],[1477.0],[256.0],[972.0],[942.0],[1439.0],[76.0],[1226.0],[948.0],[1345.0],[714.0],[663.0],[947.0],[801.0],[1089.0],[462.0],[1031.0],[571.0],[1475.0],[596.0]
833,[194.0],[82.0],[719.0],[283.0],[542.0],[964.0],[844.0],[832.0],[1465.0],[1207.0],[1403.0],[1414.0],[723.0],[1170.0],[477.0],[1075.0],[1232.0],[468.0],[1184.0],[994.0],[1434.0],[1467.0],[534.0],[29.0],[817.0],[160.0],[789.0],[1423.0],[562.0],[1473.0],[1398.0],[157.0],[1365.0],[1364.0],[107.0],[492.0],[652.0],[684.0],[982.0],[347.0],[1112.0],[1234.0],[19.0],[191.0],[1132.0],[960.0],[327.0],[411.0],[150.0],[419.0]
834,[973.0],[76.0],[1317.0],[710.0],[556.0],[969.0],[886.0],[896.0],[1356.0],[405.0],[1389.0],[1323.0],[610.0],[53.0],[1387.0],[957.0],[541.0],[1055.0],[1325.0],[1092.0],[1147.0],[831.0],[173.0],[288.0],[1404.0],[726.0],[1403.0],[1378.0],[759.0],[288.0],[1362.0],[1349.0],[1089.0],[291.0],[334.0],[1224.0],[879.0],[1422.0],[1328.0],[1063.0],[917.0],[61.0],[192.0],[309.0],[630.0],[1083.0],[876.0],[365.0],[1402.0],[1323.0]
835,[99.0],[1066.0],[603.0],[866.0],[1422.0],[397.0],[372.0],[942.0],[485.0],[1416.0],[1030.0],[569.0],[766.0],[1059.0],[124.0],[156.0],[555.0],[1226.0],[590.0],[373.0],[21.0],[846.0],[555.0],[1226.0],[19.0],[1492.0],[1205.0],[778.0],[599.0],[590.0],[1069.0],[431.0],[897.0],[1266.0],[206.0],[787.0],[94.0],[773.0],[220.0],[691.0],[195.0],[215.0],[1356.0],[321.0],[744.0],[217.0],[711.0],[877.0],[596.0],[1433.0]
836,[394.0],[662.0],[2.0],[372.0],[108.0],[696.0],[1423.0],[919.0],[343.0],[304.0],[805.0],[713.0],[1477.0],[1398.0],[941.0],[1210.0],[1310.0],[1112.0],[1252.0],[1018.0],[930.0],[1290.0],[1403.0],[334.0],[963.0],[778.0],[445.0],[964.0],[703.0],[1381.0],[697.0],[1178.0],[1253.0],[566.0],[558.0],[4.0],[54.0],[568.0],[1177.0],[58.0],[213.0],[942.0],[1439.0],[684.0],[439.0],[823.0],[190.0],[1079.0],[785.0],[1155.0]
837,[1458.0],[94.0],[1003.0],[97.0],[1130.0],[106.0],[1332.0],[599.0],[577.0],[245.0],[831.0],[656.0],[1467.0],[1273.0],[429.0],[759.0],[204.0],[428.0],[1394.0],[1089.0],[1393.0],[1314.0],[440.0],[60.0],[391.0],[1434.0],[805.0],[736.0],[1133.0],[1331.0],[298.0],[497.0],[1046.0],[917.0],[561.0],[328.0],[58.0],[146.0],[352.0],[511.0],[656.0],[309.0],[485.0],[871.0],[58.0],[412.0],[472.0],[495.0],[856.0],[22.0]
838,[2.0],[975.0],[486.0],[803.0],[461.0],[246.0],[1218.0],[1461.0],[477.0],[610.0],[1089.0],[714.0],[568.0],[1415.0],[1332.0],[817.0],[260.0],[572.0],[509.0],[1498.0],[754.0],[899.0],[827.0],[823.0],[1316.0],[942.0],[296.0],[860.0],[168.0],[603.0],[1169.0],[1244.0],[806.0],[663.0],[664.0],[1442.0],[1242.0],[893.0],[1408.0],[426.0],[1099.0],[1369.0],[401.0],[589.0],[588.0],[627.0],[1082.0],[848.0],[879.0],[1308.0]
839,[180.0],[1471.0],[972.0],[1443.0],[776.0],[599.0],[1177.0],[262.0],[1366.0],[915.0],[607.0],[391.0],[157.0],[711.0],[386.0],[246.0],[672.0],[213.0],[969.0],[837.0],[590.0],[572.0],[805.0],[1194.0],[406.0],[890.0],[1044.0],[696.0],[556.0],[406.0],[54.0],[92.0],[1005.0],[1403.0],[1335.0],[5.0],[662.0],[1076.0],[634.0],[789.0],[1111.0],[1461.0],[973.0],[203.0],[1442.0],[1046.0],[683.0],[1050.0],[1367.0],[1036.0]
840,[297.0],[1242.0],[1364.0],[1345.0],[1291.0],[674.0],[542.0],[168.0],[401.0],[121.0],[687.0],[951.0],[593.0],[1013.0],[1199.0],[964.0],[803.0],[495.0],[213.0],[486.0],[352.0],[829.0],[1492.0],[406.0],[713.0],[21.0],[828.0],[566.0],[335.0],[599.0],[349.0],[1273.0],[1422.0],[1030.0],[269.0],[1357.0],[131.0],[599.0],[459.0],[954.0],[830.0],[871.0],[615.0],[468.0],[514.0],[168.0],[966.0],[251.0],[487.0],[1133.0]
841,[1003.0],[265.0],[347.0],[1279.0],[599.0],[1075.0],[212.0],[1335.0],[914.0],[1215.0],[145.0],[195.0],[367.0],[1301.0],[1024.0],[793.0],[817.0],[677.0],[196.0],[709.0],[179.0],[957.0],[713.0],[1290.0],[1451.0],[1461.0],[688.0],[259.0],[1269.0],[179.0],[1132.0],[1085.0],[671.0],[215.0],[1184.0],[418.0],[399.0],[1290.0],[1050.0],[924.0],[564.0],[1490.0],[495.0],[334.0],[539.0],[309.0],[1063.0],[1459.0],[131.0],[1432.0]
842,[907.0],[514.0],[384.0],[698.0],[1231.0],[168.0],[982.0],[726.0],[876.0],[1376.0],[1460.0],[301.0],[408.0],[712.0],[379.0],[1345.0],[1069.0],[1247.0],[1091.0],[657.0],[283.0],[1106.0],[1056.0],[486.0],[60.0],[1130.0],[334.0],[881.0],[1291.0],[60.0],[1451.0],[619.0],[1328.0],[805.0],[79.0],[866.0],[949.0],[251.0],[1147.0],[1133.0],[1290.0],[201.0],[1442.0],[745.0],[418.0],[864.0],[1102.0],[508.0],[43.0],[394.0]
843,[22.0],[981.0],[805.0],[691.0],[1037.0],[691.0],[108.0],[22.0],[807.0],[1103.0],[1263.0],[25.0],[783.0],[1416.0],[539.0],[696.0],[3.0],[1068.0],[1111.0],[30.0],[1328.0],[1418.0],[299.0],[963.0],[970.0],[930.0],[1065.0],[1381.0],[1096.0],[168.0],[1043.0],[1492.0],[75.0],[145.0],[1232.0],[835.0],[514.0],[168.0],[1463.0],[217.0],[789.0],[1412.0],[825.0],[1112.0],[321.0],[335.0],[1331.0],[1068.0],[64.0],[1422.0]
844,[123.0],[723.0],[58.0],[281.0],[168.0],[343.0],[1234.0],[277.0],[450.0],[1010.0],[628.0],[1099.0],[453.0],[631.0],[542.0],[1057.0],[1157.0],[1106.0],[304.0],[1467.0],[997.0],[650.0],[1141.0],[572.0],[880.0],[124.0],[534.0],[51.0],[19.0],[946.0],[1492.0],[439.0],[594.0],[736.0],[277.0],[156.0],[791.0],[572.0],[886.0],[832.0],[1287.0],[158.0],[449.0],[760.0],[587.0],[1198.0],[511.0],[1005.0],[345.0],[1204.0]
845,[1269.0],[541.0],[1065.0],[1109.0],[1032.0],[468.0],[634.0],[1434.0],[1241.0],[635.0],[227.0],[732.0],[748.0],[405.0],[108.0],[924.0],[1169.0],[1111.0],[218.0],[138.0],[562.0],[1486.0],[828.0],[347.0],[1488.0],[1037.0],[1194.0],[576.0],[1365.0],[177.0],[544.0],[742.0],[352.0],[828.0],[1107.0],[572.0],[1379.0],[746.0],[212.0],[1096.0],[893.0],[1335.0],[472.0],[947.0],[156.0],[677.0],[222.0],[966.0],[996.0],[180.0]
846,[1078.0],[296.0],[325.0],[924.0],[1365.0],[924.0],[776.0],[335.0],[1015.0],[671.0],[490.0],[777.0],[1057.0],[610.0],[809.0],[966.0],[30.0],[1495.0],[830.0],[347.0],[964.0],[861.0],[110.0],[1488.0],[849.0],[466.0],[325.0],[657.0],[1215.0],[778.0],[1245.0],[1013.0],[599.0],[628.0],[1194.0],[954.0],[386.0],[335.0],[918.0],[107.0],[1102.0],[638.0],[568.0],[1412.0],[876.0],[488.0],[1072.0],[965.0],[236.0],[1096.0]
847,[1067.0],[688.0],[514.0],[29.0],[565.0],[8.0],[942.0],[1091.0],[393.0],[110.0],[1024.0],[845.0],[104.0],[121.0],[776.0],[20.0],[345.0],[1486.0],[1396.0],[1217.0],[703.0],[1126.0],[391.0],[1106.0],[1216.0],[754.0],[1062.0],[777.0],[1349.0],[997.0],[439.0],[8.0],[197.0],[1369.0],[1091.0],[864.0],[357.0],[1106.0],[1234.0],[262.0],[1055.0],[887.0],[367.0],[1194.0],[1161.0],[871.0],[954.0],[1210.0],[468.0],[907.0]
848,[593.0],[204.0],[959.0],[790.0],[1094.0],[335.0],[1275.0],[21.0],[957.0],[1343.0],[1065.0],[286.0],[150.0],[897.0],[963.0],[294.0],[599.0],[830.0],[791.0],[607.0],[185.0],[23.0],[1065.0],[58.0],[360.0],[1353.0],[869.0],[468.0],[1246.0],[365.0],[1280.0],[710.0],[1147.0],[325.0],[460.0],[698.0],[1114.0],[245.0],[783.0],[961.0],[773.0],[440.0],[1458.0],[245.0],[1046.0],[449.0],[1495.0],[554.0],[506.0],[1181.0]
849,[472.0],[534.0],[138.0],[1200.0],[1246.0],[695.0],[238.0],[1269.0],[568.0],[594.0],[1430.0],[1133.0],[1192.0],[980.0],[676.0],[1331.0],[823.0],[894.0],[133.0],[146.0],[1005.0],[1211.0],[846.0],[360.0],[1057.0],[1332.0],[959.0],[138.0],[221.0],[335.0],[150.0],[1416.0],[168.0],[1402.0],[416.0],[511.0],[379.0],[972.0],[772.0],[558.0],[445.0],[1260.0],[813.0],[213.0],[472.0],[998.0],[778.0],[330.0],[1130.0],[19.0]
850,[770.0],[745.0],[1335.0],[30.0],[335.0],[565.0],[1461.0],[218.0],[860.0],[20.0],[1402.0],[564.0],[431.0],[671.0],[1012.0],[1316.0],[1045.0],[1086.0],[18.0],[1337.0],[556.0],[318.0],[1467.0],[1486.0],[605.0],[590.0],[1473.0],[890.0],[1273.0],[562.0],[288.0],[893.0],[1419.0],[1490.0],[218.0],[652.0],[1408.0],[1486.0],[957.0],[726.0],[428.0],[1066.0],[418.0],[1310.0],[1390.0],[1291.0],[835.0],[691.0],[428.0],[1215.0]
851,[783.0],[803.0],[1471.0],[1268.0],[880.0],[1112.0],[576.0],[930.0],[29.0],[700.0],[959.0],[1085.0],[785.0],[594.0],[487.0],[1253.0],[168.0],[386.0],[357.0],[23.0],[877.0],[1127.0],[526.0],[514.0],[864.0],[509.0],[486.0],[1112.0],[1387.0],[251.0],[432.0],[1200.0],[86.0],[959.0],[1255.0],[1109.0],[623.0],[955.0],[942.0],[1494.0],[572.0],[1091.0],[297.0],[1103.0],[1071.0],[434.0],[18.0],[575.0],[1360.0],[732.0]
852,[1323.0],[1062.0],[607.0],[1107.0],[1387.0],[1109.0],[658.0],[173.0],[182.0],[577.0],[538.0],[890.0],[1346.0],[1030.0],[79.0],[173.0],[344.0],[1475.0],[281.0],[58.0],[696.0],[1389.0],[899.0],[1381.0],[841.0],[542.0],[1471.0],[607.0],[1460.0],[466.0],[785.0],[610.0],[335.0],[856.0],[896.0],[1063.0],[468.0],[662.0],[1119.0],[1434.0],[1226.0],[926.0],[1248.0],[1111.0],[1072.0],[1157.0],[1422.0],[660.0],[285.0],[599.0]
853,[454.0],[947.0],[277.0],[1092.0],[993.0],[711.0],[259.0],[461.0],[367.0],[879.0],[1012.0],[1287.0],[1178.0],[806.0],[291.0],[474.0],[1092.0],[510.0],[1222.0],[1153.0],[1291.0],[334.0],[787.0],[593.0],[1422.0],[259.0],[555.0],[235.0],[1013.0],[703.0],[1273.0],[950.0],[191.0],[158.0],[357.0],[791.0],[1257.0],[565.0],[1461.0],[1268.0],[495.0],[151.0],[156.0],[1366.0],[215.0],[107.0],[328.0],[924.0],[1112.0],[1010.0]
