Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
268,[265.0],[1368.0],[1148.0],[1191.0],[1101.0],[215.0],[704.0],[362.0],[456.0],[798.0],[55.0],[1244.0],[704.0],[895.0],[382.0],[354.0],[721.0],[1344.0],[704.0],[1149.0],[354.0],[1348.0],[805.0],[1384.0],[281.0],[798.0],[46.0],[298.0],[630.0],[1149.0],[798.0],[1029.0],[476.0],[1180.0],[148.0],[765.0],[1149.0],[798.0],[889.0],[1244.0],[1148.0],[265.0],[310.0],[782.0],[647.0],[797.0],[887.0],[704.0],[476.0],[1244.0],[895.0],[148.0],[1384.0],[704.0],[446.0],[1149.0],[362.0],[797.0],[106.0],[728.0],[1148.0],[1149.0],[1247.0],[476.0],[740.0],[1247.0],[903.0],[265.0],[704.0],[215.0],[1149.0],[1216.0],[476.0],[1149.0],[1013.0],[660.0],[476.0],[632.0],[1370.0],[704.0],[797.0],[1148.0],[265.0],[1362.0],[1469.0],[1191.0],[665.0],[1357.0],[481.0],[456.0],[1191.0],[265.0],[338.0],[1191.0],[57.0],[281.0],[738.0],[1148.0],[765.0],[1191.0],[242.0],[797.0],[1384.0],[183.0],[124.0],[647.0],[35.0],[148.0],[118.0],[1384.0],[298.0],[1239.0],[1148.0],[1149.0],[835.0],[704.0],[446.0],[1244.0],[1354.0],[765.0],[1148.0],[1100.0],[797.0],[1469.0],[1384.0]
269,[1191.0],[886.0],[794.0],[215.0],[51.0],[740.0],[1384.0],[1260.0],[354.0],[1148.0],[740.0],[1149.0],[1029.0],[704.0],[1063.0],[351.0],[13.0],[1270.0],[1029.0],[798.0],[446.0],[866.0],[416.0],[704.0],[704.0],[1148.0],[1363.0],[1029.0],[1379.0],[798.0],[1148.0],[242.0],[797.0],[1198.0],[950.0],[798.0],[242.0],[1148.0],[416.0],[298.0],[765.0],[765.0],[322.0],[821.0],[476.0],[895.0],[1149.0],[1029.0],[797.0],[1149.0],[704.0],[476.0],[1244.0],[281.0],[647.0],[1469.0],[433.0],[1391.0],[1469.0],[1153.0],[599.0],[1384.0],[265.0],[797.0],[362.0],[265.0],[1242.0],[794.0],[1029.0],[740.0],[1469.0],[215.0],[797.0],[242.0],[700.0],[976.0],[797.0],[650.0],[674.0],[298.0],[895.0],[265.0],[1469.0],[647.0],[242.0],[765.0],[456.0],[1198.0],[354.0],[950.0],[215.0],[1087.0],[537.0],[794.0],[939.0],[797.0],[35.0],[265.0],[599.0],[794.0],[1029.0],[895.0],[281.0],[468.0],[1181.0],[446.0],[721.0],[476.0],[895.0],[895.0],[1384.0],[500.0],[298.0],[798.0],[1403.0],[1029.0],[148.0],[298.0],[274.0],[798.0],[265.0],[35.0],[895.0],[1149.0],[281.0]
270,[215.0],[1099.0],[265.0],[740.0],[488.0],[362.0],[281.0],[796.0],[446.0],[599.0],[698.0],[298.0],[1244.0],[1029.0],[1100.0],[794.0],[666.0],[852.0],[1244.0],[1148.0],[148.0],[104.0],[490.0],[281.0],[1362.0],[765.0],[282.0],[1244.0],[801.0],[599.0],[1469.0],[1244.0],[1362.0],[486.0],[665.0],[1148.0],[798.0],[599.0],[490.0],[1149.0],[599.0],[1191.0],[932.0],[796.0],[797.0],[704.0],[1426.0],[1244.0],[647.0],[798.0],[1029.0],[797.0],[1149.0],[1362.0],[109.0],[798.0],[1216.0],[593.0],[1443.0],[1087.0],[265.0],[281.0],[794.0],[895.0],[1260.0],[1191.0],[1280.0],[765.0],[1244.0],[765.0],[242.0],[740.0],[1362.0],[798.0],[183.0],[805.0],[647.0],[1096.0],[1029.0],[1029.0],[1362.0],[1191.0],[1191.0],[895.0],[298.0],[215.0],[889.0],[324.0],[740.0],[665.0],[740.0],[581.0],[755.0],[215.0],[741.0],[1362.0],[721.0],[1247.0],[1148.0],[215.0],[1244.0],[704.0],[797.0],[976.0],[238.0],[109.0],[13.0],[797.0],[1040.0],[704.0],[704.0],[499.0],[1384.0],[298.0],[903.0],[1244.0],[476.0],[1149.0],[743.0],[1148.0],[599.0],[721.0],[704.0],[798.0],[1029.0]
271,[1384.0],[423.0],[1191.0],[362.0],[1167.0],[1260.0],[1029.0],[1417.0],[148.0],[265.0],[1140.0],[798.0],[1149.0],[298.0],[35.0],[847.0],[1471.0],[529.0],[798.0],[265.0],[950.0],[674.0],[456.0],[1029.0],[647.0],[599.0],[803.0],[1149.0],[599.0],[1469.0],[265.0],[1149.0],[895.0],[1403.0],[476.0],[265.0],[1148.0],[265.0],[456.0],[798.0],[265.0],[215.0],[915.0],[1167.0],[109.0],[1029.0],[755.0],[1384.0],[895.0],[242.0],[281.0],[895.0],[281.0],[1029.0],[148.0],[1148.0],[1247.0],[1132.0],[1079.0],[1181.0],[1469.0],[798.0],[765.0],[1362.0],[796.0],[215.0],[939.0],[599.0],[242.0],[599.0],[798.0],[362.0],[647.0],[1148.0],[468.0],[94.0],[895.0],[1054.0],[427.0],[1384.0],[704.0],[215.0],[242.0],[704.0],[798.0],[599.0],[660.0],[941.0],[1100.0],[889.0],[362.0],[1464.0],[1116.0],[765.0],[663.0],[895.0],[13.0],[794.0],[1469.0],[740.0],[1149.0],[647.0],[895.0],[805.0],[108.0],[148.0],[666.0],[895.0],[1315.0],[1029.0],[281.0],[1454.0],[265.0],[1148.0],[424.0],[1149.0],[797.0],[798.0],[537.0],[265.0],[1191.0],[13.0],[1029.0],[242.0],[1244.0]
272,[281.0],[1307.0],[215.0],[794.0],[240.0],[796.0],[1362.0],[599.0],[476.0],[1191.0],[682.0],[1148.0],[798.0],[1384.0],[721.0],[1167.0],[1439.0],[1239.0],[298.0],[1191.0],[476.0],[1426.0],[889.0],[1244.0],[1029.0],[265.0],[338.0],[798.0],[918.0],[242.0],[1191.0],[298.0],[704.0],[1370.0],[889.0],[599.0],[298.0],[1191.0],[354.0],[1148.0],[1191.0],[740.0],[338.0],[738.0],[895.0],[1244.0],[402.0],[1149.0],[704.0],[1148.0],[1362.0],[950.0],[1362.0],[1244.0],[476.0],[242.0],[1260.0],[999.0],[265.0],[900.0],[242.0],[1362.0],[1191.0],[704.0],[765.0],[794.0],[860.0],[1191.0],[298.0],[362.0],[298.0],[1260.0],[895.0],[298.0],[976.0],[416.0],[704.0],[329.0],[1394.0],[281.0],[1029.0],[740.0],[215.0],[1029.0],[1148.0],[1469.0],[354.0],[445.0],[430.0],[354.0],[1260.0],[874.0],[1063.0],[740.0],[1029.0],[647.0],[1471.0],[765.0],[265.0],[362.0],[298.0],[1029.0],[1362.0],[416.0],[821.0],[476.0],[1373.0],[704.0],[233.0],[1244.0],[1029.0],[601.0],[1191.0],[1384.0],[932.0],[798.0],[895.0],[1384.0],[1235.0],[1191.0],[215.0],[1471.0],[1244.0],[298.0],[1149.0]
273,[740.0],[1095.0],[740.0],[1260.0],[1194.0],[794.0],[647.0],[1469.0],[109.0],[215.0],[375.0],[265.0],[1384.0],[281.0],[13.0],[602.0],[448.0],[278.0],[1148.0],[215.0],[797.0],[373.0],[354.0],[1149.0],[1244.0],[1191.0],[581.0],[1384.0],[361.0],[1148.0],[242.0],[798.0],[1029.0],[118.0],[660.0],[1191.0],[265.0],[215.0],[446.0],[265.0],[215.0],[362.0],[537.0],[1307.0],[704.0],[1149.0],[230.0],[281.0],[1029.0],[265.0],[1244.0],[704.0],[647.0],[647.0],[797.0],[265.0],[794.0],[92.0],[185.0],[746.0],[298.0],[1148.0],[215.0],[647.0],[1417.0],[740.0],[467.0],[215.0],[1384.0],[1260.0],[1384.0],[796.0],[109.0],[265.0],[593.0],[490.0],[1029.0],[1193.0],[858.0],[1362.0],[1244.0],[1469.0],[740.0],[1244.0],[1384.0],[242.0],[446.0],[505.0],[1148.0],[660.0],[796.0],[939.0],[1100.0],[362.0],[692.0],[704.0],[1439.0],[1191.0],[242.0],[1260.0],[798.0],[1244.0],[704.0],[490.0],[490.0],[797.0],[1471.0],[1362.0],[465.0],[1149.0],[1244.0],[1471.0],[215.0],[265.0],[981.0],[1148.0],[704.0],[1148.0],[210.0],[215.0],[740.0],[1439.0],[1149.0],[1148.0],[798.0]
274,[362.0],[1380.0],[362.0],[796.0],[916.0],[1417.0],[1244.0],[318.0],[797.0],[1469.0],[496.0],[1384.0],[1148.0],[1244.0],[1471.0],[793.0],[700.0],[353.0],[265.0],[740.0],[895.0],[210.0],[446.0],[1148.0],[1149.0],[215.0],[503.0],[1148.0],[524.0],[265.0],[298.0],[1148.0],[647.0],[419.0],[797.0],[1469.0],[1191.0],[740.0],[148.0],[1384.0],[1469.0],[1260.0],[755.0],[4.0],[950.0],[798.0],[698.0],[798.0],[1244.0],[1191.0],[1149.0],[1029.0],[798.0],[1149.0],[895.0],[298.0],[796.0],[24.0],[1423.0],[821.0],[1384.0],[265.0],[599.0],[1029.0],[318.0],[765.0],[1078.0],[740.0],[1149.0],[796.0],[281.0],[1247.0],[950.0],[1191.0],[805.0],[456.0],[1244.0],[612.0],[1487.0],[1244.0],[1149.0],[242.0],[362.0],[1149.0],[281.0],[740.0],[94.0],[776.0],[614.0],[446.0],[1417.0],[650.0],[35.0],[1260.0],[1487.0],[109.0],[448.0],[215.0],[1191.0],[796.0],[1384.0],[1149.0],[1029.0],[456.0],[1109.0],[895.0],[1439.0],[647.0],[1251.0],[798.0],[1149.0],[46.0],[740.0],[281.0],[148.0],[1384.0],[1244.0],[281.0],[903.0],[740.0],[362.0],[448.0],[798.0],[265.0],[1148.0]
275,[1260.0],[22.0],[1260.0],[765.0],[837.0],[318.0],[1149.0],[1464.0],[950.0],[242.0],[650.0],[1191.0],[281.0],[1149.0],[1439.0],[1110.0],[183.0],[830.0],[1191.0],[362.0],[704.0],[743.0],[660.0],[1362.0],[109.0],[740.0],[903.0],[265.0],[1335.0],[1191.0],[215.0],[265.0],[109.0],[627.0],[895.0],[215.0],[215.0],[1469.0],[476.0],[1191.0],[740.0],[599.0],[1116.0],[1395.0],[1029.0],[1148.0],[433.0],[1148.0],[1149.0],[215.0],[798.0],[1244.0],[1148.0],[798.0],[704.0],[1384.0],[1417.0],[1236.0],[618.0],[1272.0],[1191.0],[1191.0],[740.0],[1244.0],[1464.0],[362.0],[285.0],[1260.0],[798.0],[1417.0],[1148.0],[1417.0],[665.0],[215.0],[1433.0],[354.0],[109.0],[537.0],[213.0],[1149.0],[798.0],[298.0],[298.0],[798.0],[1362.0],[362.0],[148.0],[756.0],[416.0],[148.0],[1247.0],[505.0],[721.0],[796.0],[1277.0],[950.0],[700.0],[740.0],[298.0],[1417.0],[281.0],[798.0],[1244.0],[354.0],[309.0],[704.0],[448.0],[109.0],[837.0],[1148.0],[798.0],[1270.0],[362.0],[1191.0],[593.0],[265.0],[1149.0],[265.0],[953.0],[362.0],[1469.0],[700.0],[1148.0],[1191.0],[265.0]
276,[796.0],[828.0],[796.0],[1417.0],[448.0],[1464.0],[798.0],[242.0],[665.0],[740.0],[1110.0],[215.0],[265.0],[1362.0],[448.0],[991.0],[468.0],[797.0],[1384.0],[1260.0],[665.0],[490.0],[94.0],[265.0],[798.0],[362.0],[1251.0],[1191.0],[1133.0],[298.0],[1384.0],[1384.0],[950.0],[575.0],[704.0],[242.0],[740.0],[362.0],[797.0],[215.0],[362.0],[796.0],[1063.0],[10.0],[665.0],[265.0],[1249.0],[1362.0],[798.0],[740.0],[647.0],[1149.0],[265.0],[1148.0],[1029.0],[281.0],[765.0],[1414.0],[498.0],[373.0],[215.0],[215.0],[362.0],[109.0],[914.0],[1260.0],[505.0],[796.0],[1148.0],[318.0],[265.0],[794.0],[704.0],[740.0],[416.0],[446.0],[950.0],[1307.0],[1032.0],[798.0],[1148.0],[362.0],[1260.0],[1148.0],[265.0],[1260.0],[476.0],[310.0],[1210.0],[476.0],[794.0],[1133.0],[13.0],[599.0],[215.0],[1029.0],[183.0],[362.0],[215.0],[765.0],[1362.0],[1148.0],[1149.0],[446.0],[369.0],[1029.0],[700.0],[1029.0],[1036.0],[265.0],[1148.0],[5.0],[281.0],[215.0],[442.0],[1191.0],[798.0],[1191.0],[265.0],[1260.0],[1260.0],[183.0],[265.0],[1384.0],[1362.0]
277,[1362.0],[658.0],[765.0],[318.0],[1283.0],[765.0],[1148.0],[298.0],[895.0],[362.0],[94.0],[281.0],[1191.0],[798.0],[700.0],[1099.0],[976.0],[115.0],[215.0],[599.0],[1029.0],[919.0],[148.0],[1191.0],[1148.0],[1469.0],[120.0],[215.0],[1148.0],[1384.0],[281.0],[215.0],[665.0],[596.0],[1029.0],[298.0],[362.0],[1260.0],[660.0],[281.0],[242.0],[1469.0],[1100.0],[1369.0],[1244.0],[1362.0],[1371.0],[265.0],[1148.0],[298.0],[1148.0],[798.0],[1191.0],[265.0],[1244.0],[1362.0],[318.0],[352.0],[916.0],[1191.0],[281.0],[647.0],[1260.0],[950.0],[1036.0],[796.0],[159.0],[1469.0],[265.0],[1469.0],[1362.0],[318.0],[1029.0],[1384.0],[738.0],[148.0],[1149.0],[197.0],[372.0],[647.0],[647.0],[1384.0],[796.0],[109.0],[647.0],[796.0],[797.0],[909.0],[1041.0],[797.0],[318.0],[362.0],[1471.0],[1417.0],[310.0],[1244.0],[468.0],[599.0],[740.0],[318.0],[1148.0],[265.0],[647.0],[148.0],[1295.0],[1244.0],[382.0],[1244.0],[776.0],[281.0],[265.0],[1191.0],[1362.0],[740.0],[1477.0],[215.0],[109.0],[215.0],[1368.0],[796.0],[242.0],[468.0],[1191.0],[281.0],[1191.0]
278,[647.0],[233.0],[1417.0],[599.0],[338.0],[914.0],[265.0],[914.0],[889.0],[1260.0],[183.0],[740.0],[1362.0],[1148.0],[183.0],[490.0],[805.0],[456.0],[740.0],[796.0],[1244.0],[194.0],[476.0],[215.0],[265.0],[1260.0],[1153.0],[740.0],[500.0],[215.0],[740.0],[740.0],[1244.0],[314.0],[1244.0],[740.0],[1384.0],[242.0],[895.0],[740.0],[1260.0],[1417.0],[35.0],[338.0],[889.0],[1191.0],[301.0],[647.0],[265.0],[362.0],[109.0],[1148.0],[109.0],[1191.0],[950.0],[1191.0],[599.0],[782.0],[481.0],[842.0],[740.0],[740.0],[796.0],[1149.0],[599.0],[1417.0],[362.0],[1417.0],[1191.0],[242.0],[647.0],[1464.0],[1244.0],[281.0],[490.0],[476.0],[665.0],[976.0],[740.0],[1148.0],[109.0],[281.0],[1417.0],[265.0],[1191.0],[298.0],[895.0],[148.0],[379.0],[94.0],[1464.0],[1110.0],[1439.0],[1469.0],[822.0],[665.0],[666.0],[1469.0],[362.0],[1464.0],[265.0],[109.0],[798.0],[476.0],[373.0],[950.0],[183.0],[798.0],[831.0],[1191.0],[1362.0],[148.0],[1260.0],[362.0],[1216.0],[281.0],[950.0],[740.0],[728.0],[599.0],[298.0],[976.0],[215.0],[215.0],[647.0]
279,[1417.0],[943.0],[318.0],[1464.0],[429.0],[1036.0],[1191.0],[1384.0],[704.0],[796.0],[435.0],[1260.0],[215.0],[265.0],[468.0],[1361.0],[416.0],[1456.0],[362.0],[1469.0],[889.0],[1076.0],[797.0],[740.0],[1191.0],[796.0],[788.0],[362.0],[488.0],[740.0],[1362.0],[362.0],[889.0],[227.0],[1149.0],[1384.0],[281.0],[298.0],[94.0],[362.0],[298.0],[242.0],[721.0],[586.0],[1149.0],[647.0],[1250.0],[1191.0],[1191.0],[1384.0],[265.0],[265.0],[215.0],[215.0],[1149.0],[647.0],[1464.0],[35.0],[1064.0],[108.0],[362.0],[362.0],[1417.0],[798.0],[157.0],[599.0],[915.0],[318.0],[281.0],[1464.0],[1191.0],[914.0],[1149.0],[1362.0],[456.0],[540.0],[798.0],[1149.0],[113.0],[265.0],[265.0],[1260.0],[1384.0],[1191.0],[109.0],[1417.0],[540.0],[1258.0],[847.0],[895.0],[914.0],[1198.0],[448.0],[318.0],[719.0],[889.0],[976.0],[1260.0],[1260.0],[914.0],[1191.0],[1191.0],[109.0],[797.0],[164.0],[1149.0],[384.0],[950.0],[914.0],[1362.0],[1191.0],[1171.0],[647.0],[1362.0],[243.0],[740.0],[1148.0],[362.0],[962.0],[1469.0],[1384.0],[805.0],[740.0],[740.0],[215.0]
280,[318.0],[1280.0],[1464.0],[914.0],[1244.0],[599.0],[215.0],[1036.0],[660.0],[298.0],[782.0],[796.0],[647.0],[647.0],[976.0],[1370.0],[490.0],[185.0],[1260.0],[1417.0],[1149.0],[797.0],[895.0],[362.0],[215.0],[242.0],[1171.0],[281.0],[1414.0],[362.0],[647.0],[1260.0],[660.0],[771.0],[94.0],[362.0],[1362.0],[796.0],[704.0],[1260.0],[796.0],[318.0],[13.0],[378.0],[798.0],[215.0],[1151.0],[215.0],[109.0],[281.0],[1191.0],[1191.0],[740.0],[740.0],[798.0],[215.0],[1469.0],[372.0],[354.0],[1011.0],[1260.0],[1260.0],[318.0],[1148.0],[1469.0],[318.0],[1163.0],[1464.0],[215.0],[298.0],[215.0],[765.0],[798.0],[362.0],[354.0],[608.0],[1148.0],[1151.0],[773.0],[1191.0],[950.0],[796.0],[318.0],[950.0],[215.0],[318.0],[704.0],[1477.0],[547.0],[704.0],[1036.0],[68.0],[700.0],[1464.0],[797.0],[1149.0],[805.0],[796.0],[796.0],[1036.0],[215.0],[215.0],[950.0],[895.0],[757.0],[798.0],[468.0],[1148.0],[32.0],[647.0],[215.0],[771.0],[109.0],[1260.0],[1227.0],[1362.0],[265.0],[1260.0],[800.0],[1417.0],[796.0],[416.0],[362.0],[362.0],[740.0]
281,[1464.0],[278.0],[914.0],[1036.0],[1260.0],[157.0],[109.0],[157.0],[1029.0],[1417.0],[423.0],[1417.0],[740.0],[1191.0],[805.0],[369.0],[456.0],[836.0],[796.0],[318.0],[798.0],[1007.0],[704.0],[1260.0],[740.0],[1417.0],[635.0],[1260.0],[939.0],[1260.0],[362.0],[796.0],[1149.0],[1194.0],[798.0],[1260.0],[1260.0],[1417.0],[1029.0],[1362.0],[1417.0],[298.0],[1471.0],[1163.0],[1148.0],[109.0],[1260.0],[740.0],[215.0],[1362.0],[215.0],[215.0],[362.0],[362.0],[1148.0],[740.0],[914.0],[499.0],[378.0],[137.0],[796.0],[109.0],[1469.0],[665.0],[1041.0],[1469.0],[495.0],[242.0],[740.0],[914.0],[740.0],[599.0],[889.0],[1260.0],[446.0],[797.0],[265.0],[608.0],[754.0],[215.0],[1191.0],[1362.0],[1464.0],[665.0],[740.0],[1464.0],[1029.0],[13.0],[329.0],[1029.0],[157.0],[363.0],[183.0],[242.0],[1413.0],[660.0],[1373.0],[1417.0],[1417.0],[157.0],[740.0],[950.0],[1148.0],[704.0],[541.0],[1148.0],[1175.0],[665.0],[500.0],[215.0],[740.0],[777.0],[796.0],[647.0],[351.0],[362.0],[665.0],[796.0],[238.0],[318.0],[1417.0],[490.0],[1260.0],[1260.0],[362.0]
282,[914.0],[1319.0],[1036.0],[1469.0],[1477.0],[1041.0],[740.0],[1041.0],[94.0],[1384.0],[1243.0],[318.0],[362.0],[215.0],[416.0],[1014.0],[354.0],[702.0],[1417.0],[1464.0],[1148.0],[445.0],[540.0],[796.0],[362.0],[318.0],[372.0],[796.0],[1286.0],[796.0],[109.0],[281.0],[798.0],[1354.0],[540.0],[1417.0],[796.0],[318.0],[1244.0],[796.0],[318.0],[1464.0],[1439.0],[1354.0],[265.0],[950.0],[1140.0],[362.0],[950.0],[647.0],[740.0],[665.0],[950.0],[1260.0],[665.0],[362.0],[1036.0],[1013.0],[705.0],[338.0],[1417.0],[950.0],[1464.0],[265.0],[242.0],[242.0],[477.0],[298.0],[362.0],[1384.0],[362.0],[1036.0],[1148.0],[796.0],[148.0],[895.0],[889.0],[104.0],[1414.0],[740.0],[215.0],[1417.0],[914.0],[215.0],[950.0],[914.0],[1244.0],[721.0],[990.0],[1244.0],[1041.0],[723.0],[468.0],[298.0],[1014.0],[798.0],[416.0],[242.0],[1384.0],[599.0],[362.0],[740.0],[665.0],[1029.0],[68.0],[265.0],[1073.0],[265.0],[1280.0],[109.0],[362.0],[1318.0],[950.0],[109.0],[499.0],[1260.0],[1191.0],[1417.0],[948.0],[242.0],[1464.0],[456.0],[1362.0],[1362.0],[109.0]
283,[109.0],[445.0],[599.0],[157.0],[322.0],[1098.0],[362.0],[1098.0],[1244.0],[318.0],[653.0],[1362.0],[1260.0],[740.0],[490.0],[373.0],[446.0],[378.0],[281.0],[914.0],[265.0],[1140.0],[1029.0],[318.0],[1260.0],[1464.0],[692.0],[1362.0],[919.0],[1417.0],[1260.0],[1417.0],[94.0],[349.0],[1148.0],[318.0],[1417.0],[1384.0],[1149.0],[1417.0],[1464.0],[914.0],[448.0],[1277.0],[1191.0],[740.0],[1299.0],[1260.0],[665.0],[950.0],[362.0],[740.0],[665.0],[109.0],[889.0],[1260.0],[242.0],[537.0],[1230.0],[992.0],[1362.0],[665.0],[914.0],[1191.0],[1098.0],[1464.0],[496.0],[1384.0],[1260.0],[1036.0],[1260.0],[1469.0],[660.0],[1417.0],[476.0],[704.0],[660.0],[875.0],[1423.0],[362.0],[740.0],[318.0],[1036.0],[740.0],[362.0],[1036.0],[1149.0],[4.0],[813.0],[1149.0],[765.0],[155.0],[976.0],[914.0],[314.0],[94.0],[382.0],[298.0],[318.0],[1469.0],[1260.0],[362.0],[265.0],[1244.0],[1238.0],[665.0],[976.0],[889.0],[550.0],[740.0],[647.0],[767.0],[665.0],[950.0],[749.0],[796.0],[889.0],[318.0],[646.0],[1464.0],[914.0],[354.0],[796.0],[796.0],[1260.0]
284,[157.0],[741.0],[157.0],[1041.0],[416.0],[1469.0],[1260.0],[1418.0],[1149.0],[1464.0],[378.0],[1464.0],[796.0],[109.0],[456.0],[247.0],[1373.0],[1392.0],[318.0],[242.0],[1191.0],[532.0],[608.0],[1464.0],[950.0],[914.0],[570.0],[647.0],[1469.0],[281.0],[796.0],[318.0],[540.0],[531.0],[265.0],[1464.0],[1464.0],[1464.0],[798.0],[318.0],[1384.0],[1036.0],[700.0],[498.0],[215.0],[362.0],[210.0],[796.0],[740.0],[1260.0],[1260.0],[889.0],[1260.0],[950.0],[265.0],[109.0],[157.0],[668.0],[915.0],[314.0],[318.0],[889.0],[1036.0],[215.0],[1418.0],[298.0],[137.0],[914.0],[1362.0],[157.0],[796.0],[157.0],[94.0],[318.0],[666.0],[60.0],[94.0],[550.0],[1315.0],[1260.0],[665.0],[647.0],[281.0],[889.0],[1260.0],[157.0],[798.0],[1400.0],[700.0],[540.0],[599.0],[752.0],[805.0],[1036.0],[1167.0],[540.0],[490.0],[318.0],[281.0],[1041.0],[647.0],[1260.0],[1191.0],[1149.0],[1395.0],[1191.0],[462.0],[1191.0],[1141.0],[362.0],[1260.0],[410.0],[1417.0],[796.0],[451.0],[1417.0],[215.0],[1464.0],[305.0],[298.0],[1036.0],[446.0],[647.0],[1417.0],[796.0]
285,[1041.0],[1030.0],[1041.0],[1098.0],[1277.0],[242.0],[796.0],[849.0],[798.0],[914.0],[1464.0],[914.0],[1417.0],[950.0],[354.0],[929.0],[148.0],[160.0],[1464.0],[1036.0],[215.0],[124.0],[1244.0],[914.0],[796.0],[298.0],[514.0],[109.0],[106.0],[1362.0],[1417.0],[914.0],[608.0],[840.0],[608.0],[914.0],[647.0],[914.0],[540.0],[1464.0],[281.0],[1384.0],[183.0],[956.0],[740.0],[1260.0],[1460.0],[109.0],[362.0],[796.0],[796.0],[362.0],[796.0],[796.0],[1191.0],[796.0],[298.0],[575.0],[537.0],[1171.0],[1464.0],[796.0],[157.0],[740.0],[849.0],[1384.0],[1371.0],[281.0],[796.0],[281.0],[1417.0],[1041.0],[265.0],[1464.0],[797.0],[152.0],[1191.0],[155.0],[1371.0],[796.0],[362.0],[1464.0],[157.0],[660.0],[665.0],[1098.0],[1148.0],[1460.0],[746.0],[608.0],[1418.0],[1426.0],[416.0],[157.0],[746.0],[1148.0],[456.0],[281.0],[1464.0],[242.0],[109.0],[796.0],[215.0],[798.0],[1140.0],[215.0],[805.0],[215.0],[433.0],[1260.0],[109.0],[629.0],[889.0],[1417.0],[975.0],[318.0],[740.0],[1362.0],[913.0],[914.0],[281.0],[148.0],[1417.0],[318.0],[1417.0]
286,[1098.0],[1400.0],[1098.0],[1418.0],[302.0],[1418.0],[950.0],[59.0],[1148.0],[281.0],[467.0],[1036.0],[109.0],[665.0],[446.0],[1295.0],[476.0],[899.0],[914.0],[157.0],[740.0],[886.0],[1149.0],[1036.0],[665.0],[1384.0],[238.0],[1417.0],[148.0],[318.0],[318.0],[1362.0],[1148.0],[612.0],[1191.0],[1036.0],[914.0],[1036.0],[1148.0],[914.0],[1362.0],[281.0],[468.0],[981.0],[362.0],[796.0],[76.0],[1417.0],[1260.0],[665.0],[950.0],[1260.0],[1417.0],[1417.0],[215.0],[1417.0],[1384.0],[1167.0],[1315.0],[939.0],[914.0],[1417.0],[1041.0],[362.0],[59.0],[281.0],[989.0],[1036.0],[647.0],[1362.0],[109.0],[242.0],[1191.0],[914.0],[895.0],[1029.0],[215.0],[322.0],[1073.0],[1417.0],[1260.0],[109.0],[1041.0],[362.0],[796.0],[1384.0],[265.0],[10.0],[117.0],[60.0],[849.0],[881.0],[490.0],[1384.0],[433.0],[265.0],[354.0],[1464.0],[1362.0],[1098.0],[796.0],[665.0],[740.0],[1148.0],[1259.0],[889.0],[416.0],[740.0],[338.0],[950.0],[796.0],[265.0],[318.0],[318.0],[510.0],[647.0],[660.0],[914.0],[756.0],[1384.0],[157.0],[476.0],[318.0],[1464.0],[318.0]
