Simulation,iGS,WiGS (Static w_x=0.25),Passive Learning,"WiGS (MAB-UCB1, c=5.0)",EMCM,WiGS (Static w_x=0.75),WiGS (SAC),Uncertainty Sampling,WiGS (Static w_x=0.5),"WiGS (Time-Decay, Exponential)",EGAL,QBC,GSy,GSx,"WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Linear)"
78,1.2292289733886719,1.2345211505889893,1.1801908016204834,1.2865641117095947,1.1936285495758057,1.2226135730743408,2.3882572650909424,1.2172045707702637,1.2267510890960693,1.2301695346832275,1.2281293869018555,1.8277549743652344,1.228808879852295,1.1979217529296875,1.2397918701171875,1.261094570159912,1.2163615226745605
79,1.2158112525939941,1.2494354248046875,1.1624915599822998,1.218440294265747,1.2062101364135742,1.2755632400512695,2.198949098587036,1.227828025817871,1.258103609085083,1.2498953342437744,1.248349905014038,1.8374748229980469,1.214601755142212,1.1872155666351318,1.243851661682129,1.2337896823883057,1.2517259120941162
80,1.236067771911621,1.2383286952972412,1.1818764209747314,1.28580904006958,1.1953203678131104,1.2219619750976562,2.3714354038238525,1.2296710014343262,1.2224297523498535,1.232213020324707,1.2382583618164062,1.849283218383789,1.2326436042785645,1.1997568607330322,1.2321138381958008,1.251030445098877,1.2134425640106201
81,1.2160921096801758,1.2175395488739014,1.147747278213501,1.232175350189209,1.1763973236083984,1.2233128547668457,2.6833252906799316,1.2042546272277832,1.2203254699707031,1.2114768028259277,1.2137446403503418,1.7943058013916016,1.2127201557159424,1.172192096710205,1.2073450088500977,1.221078872680664,1.2146873474121094
82,1.2388060092926025,1.247328519821167,1.1915555000305176,1.2917771339416504,1.2037973403930664,1.2303104400634766,2.355511426925659,1.233957052230835,1.2348968982696533,1.2407453060150146,1.2488319873809814,1.8624639511108398,1.2374978065490723,1.2051246166229248,1.2441422939300537,1.271200180053711,1.2217113971710205
83,1.2525482177734375,1.2659823894500732,1.1755282878875732,1.2365455627441406,1.197108268737793,1.2704668045043945,2.283806562423706,1.2494022846221924,1.2710931301116943,1.2883188724517822,1.2573800086975098,1.812375545501709,1.2481064796447754,1.2104177474975586,1.2661538124084473,1.2522087097167969,1.2669219970703125
84,1.254101276397705,1.2558834552764893,1.1750140190124512,1.251734972000122,1.2116985321044922,1.2534301280975342,2.4472568035125732,1.2422471046447754,1.2498323917388916,1.2669286727905273,1.2526838779449463,1.8670692443847656,1.2494926452636719,1.2165493965148926,1.2591850757598877,1.2536101341247559,1.2598309516906738
85,1.2041592597961426,1.1899046897888184,1.127532720565796,1.1952104568481445,1.154768705368042,1.19443678855896,3.0189967155456543,1.1839158535003662,1.1898012161254883,1.1928653717041016,1.1865136623382568,1.7679486274719238,1.1973247528076172,1.1603708267211914,1.1945302486419678,1.1990463733673096,1.1944096088409424
86,1.214845895767212,1.2579970359802246,1.1516938209533691,1.2440690994262695,1.1951861381530762,1.216045618057251,2.293280839920044,1.2045667171478271,1.2260253429412842,1.2160015106201172,1.2451670169830322,1.8197972774505615,1.2197132110595703,1.1850817203521729,1.2332372665405273,1.2216386795043945,1.218517541885376
87,1.2096984386444092,1.2490761280059814,1.147883653640747,1.2429606914520264,1.1925435066223145,1.206813097000122,2.2468719482421875,1.201829433441162,1.2163045406341553,1.2116925716400146,1.2203092575073242,1.811673879623413,1.2130484580993652,1.1829967498779297,1.2282741069793701,1.220327615737915,1.2104709148406982
88,1.2479453086853027,1.246356725692749,1.1863758563995361,1.3103423118591309,1.2023234367370605,1.2289040088653564,2.3647994995117188,1.2364182472229004,1.231492280960083,1.2436039447784424,1.2462427616119385,1.8792788982391357,1.2485487461090088,1.2103307247161865,1.2520315647125244,1.2792859077453613,1.2210197448730469
89,1.226768970489502,1.2326745986938477,1.153489112854004,1.2224705219268799,1.1751422882080078,1.254762887954712,2.1371383666992188,1.212371826171875,1.2267417907714844,1.2365589141845703,1.2096645832061768,1.7876505851745605,1.2159428596496582,1.1853935718536377,1.2203161716461182,1.225266933441162,1.2500998973846436
90,1.2510933876037598,1.2392973899841309,1.172421932220459,1.26185941696167,1.2093746662139893,1.277822732925415,2.291485548019409,1.2486989498138428,1.2661285400390625,1.2855381965637207,1.2546913623809814,1.8412656784057617,1.2539198398590088,1.2062692642211914,1.3008067607879639,1.2732815742492676,1.2838859558105469
91,1.2186155319213867,1.2199177742004395,1.1665000915527344,1.266326665878296,1.1745357513427734,1.2236690521240234,2.2781920433044434,1.2033839225769043,1.2284884452819824,1.2194228172302246,1.2055583000183105,1.8235023021697998,1.2167837619781494,1.1793501377105713,1.244840383529663,1.2330822944641113,1.2229130268096924
92,1.2221250534057617,1.2599916458129883,1.1737861633300781,1.231445550918579,1.2150790691375732,1.280144453048706,2.204989433288574,1.2397592067718506,1.267333984375,1.2535014152526855,1.2637975215911865,1.8638792037963867,1.2179551124572754,1.1903645992279053,1.2511672973632812,1.2442693710327148,1.2534828186035156
93,1.2315468788146973,1.2232306003570557,1.140526294708252,1.22513747215271,1.1870884895324707,1.2141849994659424,2.1945550441741943,1.2230885028839111,1.2211971282958984,1.2038240432739258,1.2277593612670898,1.819685697555542,1.2249565124511719,1.1786582469940186,1.2105376720428467,1.2132620811462402,1.2046546936035156
94,1.2236011028289795,1.2225120067596436,1.1272497177124023,1.1976635456085205,1.178647518157959,1.2066857814788818,2.0843496322631836,1.2097387313842773,1.2333729267120361,1.2045128345489502,1.219144344329834,1.766526222229004,1.2276570796966553,1.1717236042022705,1.198474645614624,1.1997485160827637,1.2036969661712646
95,1.1933512687683105,1.1889476776123047,1.1829860210418701,1.2049217224121094,1.1503393650054932,1.1915297508239746,7.78810715675354,1.2109227180480957,1.188873291015625,1.1904621124267578,1.1890132427215576,1.8213629722595215,1.1972873210906982,1.1564030647277832,1.196204423904419,1.1967809200286865,1.188297986984253
96,1.215878963470459,1.2143843173980713,1.1454169750213623,1.2133078575134277,1.1739649772644043,1.2144241333007812,2.6761481761932373,1.2127680778503418,1.2157275676727295,1.2183051109313965,1.2240831851959229,1.7927677631378174,1.2162234783172607,1.172792911529541,1.2300715446472168,1.2304530143737793,1.2181282043457031
97,1.241053819656372,1.2393839359283447,1.1300852298736572,1.2010581493377686,1.196579933166504,1.2235004901885986,2.1093196868896484,1.2267959117889404,1.2416975498199463,1.2052898406982422,1.234370231628418,1.7745239734649658,1.2481656074523926,1.1782557964324951,1.2036290168762207,1.2030956745147705,1.2101991176605225
98,1.226240634918213,1.242621898651123,1.1590142250061035,1.237501621246338,1.1964704990386963,1.2502000331878662,2.209052801132202,1.2111287117004395,1.2506506443023682,1.2565317153930664,1.2218246459960938,1.794896125793457,1.2294025421142578,1.19394850730896,1.250213384628296,1.2451467514038086,1.254389762878418
99,1.2322468757629395,1.2444326877593994,1.1421418190002441,1.2123465538024902,1.1872437000274658,1.25272798538208,2.186133623123169,1.2313427925109863,1.2533528804779053,1.2653839588165283,1.233140230178833,1.7919151782989502,1.2171931266784668,1.1703975200653076,1.2398505210876465,1.2146973609924316,1.249589204788208
