Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
26,25.91737675666809,27.40531301498413,28.736222982406616,32.07784390449524,36.58344388008118,36.62645411491394,36.647823333740234,36.654038429260254,36.511229038238525,36.36743092536926,36.07696461677551,33.060112714767456,584.3783001899719,37.63336181640625
27,25.410722970962524,27.254138469696045,28.230191230773926,31.51499843597412,36.44634795188904,36.66493248939514,36.6508150100708,36.601171255111694,36.5386323928833,36.5788996219635,36.48806834220886,35.79294276237488,504.2034361362457,37.32509469985962
28,25.74076509475708,27.627415895462036,28.446943759918213,31.598328351974487,36.63112998008728,36.623549938201904,36.576274394989014,36.55999565124512,36.64468574523926,36.92197632789612,36.99328422546387,36.70582699775696,337.59505224227905,39.24262261390686
29,25.876645803451538,27.717910528182983,28.5339617729187,31.689890384674072,36.717167377471924,36.68485999107361,36.67705488204956,36.66262912750244,36.79305124282837,37.008901834487915,37.05759024620056,36.69235062599182,337.1918234825134,39.39139223098755
30,25.453617334365845,27.43948984146118,28.572131633758545,31.802693128585815,36.69462847709656,36.80137228965759,36.850069999694824,36.85233998298645,36.90056347846985,36.86375594139099,36.85028791427612,34.753581285476685,592.8561766147614,38.101670026779175
31,25.699687957763672,27.699015617370605,28.51905918121338,31.680518627166748,36.68215870857239,36.69240045547485,36.632187604904175,36.63702034950256,36.74375557899475,37.01174831390381,37.07363772392273,36.85823655128479,337.09446811676025,39.46346592903137
32,25.519829034805298,27.42210841178894,28.461204528808594,31.72920560836792,36.70612978935242,36.96698546409607,36.888609647750854,36.7430374622345,36.660483598709106,36.64877796173096,36.37552237510681,35.12909293174744,502.9960219860077,37.954668283462524
33,25.187418460845947,27.16974949836731,28.1639084815979,31.290263175964355,35.98666954040527,36.20534896850586,36.3723349571228,36.02186179161072,35.97234106063843,35.962886333465576,35.85274410247803,35.216768980026245,493.64564394950867,38.12642455101013
34,25.698683500289917,27.55157208442688,28.39683246612549,31.516780853271484,36.4376494884491,36.48517727851868,36.51417279243469,36.41270899772644,36.50034785270691,36.77627110481262,36.83150362968445,36.64634156227112,337.9034321308136,39.26567625999451
35,25.72964382171631,27.84541368484497,28.66451907157898,31.776643991470337,36.81195402145386,36.86537265777588,36.83749985694885,36.816290855407715,36.94018268585205,37.17847561836243,37.2658588886261,37.06595015525818,336.5634117126465,39.63265609741211
